,ZIP,CBSA,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
14337,32315.0,45220.0,1.0,1.0,1.0,1.0
14338,32316.0,45220.0,1.0,1.0,1.0,1.0
14339,32317.0,45220.0,1.0,1.0,1.0,1.0
14340,32318.0,45220.0,1.0,1.0,1.0,1.0
14341,32320.0,99999.0,1.0,1.0,1.0,1.0
14342,32321.0,99999.0,1.0,1.0,1.0,1.0
14343,32322.0,99999.0,1.0,1.0,1.0,1.0
14344,32324.0,45220.0,1.0,1.0,1.0,1.0
14345,32326.0,45220.0,1.0,1.0,1.0,1.0
14346,32327.0,45220.0,1.0,1.0,1.0,1.0
14347,32328.0,99999.0,1.0,1.0,1.0,1.0
14348,32330.0,45220.0,0.0,1.0,1.0,1.0
14349,32331.0,45220.0,0.19547325100000001,0.098591549,0.052631579000000005,0.190757129
14350,32331.0,99999.0,0.8045267490000001,0.9014084509999999,0.947368421,0.8092428709999999
14351,32332.0,45220.0,1.0,1.0,1.0,1.0
14352,32333.0,45220.0,1.0,1.0,1.0,1.0
14353,32334.0,99999.0,1.0,1.0,1.0,1.0
14354,32336.0,45220.0,0.86618705,0.826086957,0.0,0.863697706
14355,32336.0,99999.0,0.13381295,0.17391304300000002,0.0,0.136302294
14356,32337.0,45220.0,0.0,0.0,1.0,1.0
14357,32340.0,99999.0,1.0,1.0,1.0,1.0
14358,32343.0,45220.0,1.0,1.0,1.0,1.0
14359,32344.0,45220.0,1.0,1.0,1.0,1.0
14360,32346.0,45220.0,0.6343065689999999,0.896103896,1.0,0.649931224
14361,32346.0,99999.0,0.365693431,0.103896104,0.0,0.350068776
14362,32347.0,99999.0,1.0,1.0,1.0,1.0
14363,32348.0,99999.0,1.0,1.0,1.0,1.0
14364,32350.0,99999.0,1.0,1.0,1.0,1.0
14365,32351.0,45220.0,0.999866417,1.0,1.0,0.999879909
14366,32351.0,99999.0,0.000133583,0.0,0.0,0.000120091
14367,32352.0,45220.0,1.0,1.0,1.0,1.0
14368,32355.0,45220.0,0.0,1.0,1.0,1.0
14369,32356.0,99999.0,0.0,0.0,1.0,1.0
14370,32357.0,99999.0,0.0,0.0,1.0,1.0
14371,32358.0,45220.0,0.989138306,1.0,1.0,0.9895543179999999
14372,32358.0,99999.0,0.010861694,0.0,0.0,0.010445682
14373,32359.0,99999.0,1.0,1.0,1.0,1.0
14374,32360.0,99999.0,0.0,0.0,1.0,1.0
14375,32361.0,45220.0,0.0,1.0,0.0,1.0
14376,32362.0,45220.0,0.0,0.0,1.0,1.0
14377,32395.0,45220.0,0.0,1.0,0.0,1.0
14378,32399.0,45220.0,0.0,1.0,1.0,1.0
14379,32401.0,37460.0,1.0,1.0,1.0,1.0
14380,32402.0,37460.0,1.0,1.0,1.0,1.0
14381,32403.0,37460.0,1.0,1.0,1.0,1.0
14382,32404.0,37460.0,1.0,1.0,1.0,1.0
14383,32405.0,37460.0,1.0,1.0,1.0,1.0
14384,32406.0,37460.0,1.0,1.0,1.0,1.0
14385,32407.0,37460.0,1.0,1.0,1.0,1.0
14386,32408.0,37460.0,1.0,1.0,1.0,1.0
14387,32409.0,37460.0,1.0,1.0,1.0,1.0
14388,32410.0,37460.0,0.0,1.0,0.0,1.0
14389,32411.0,37460.0,1.0,1.0,1.0,1.0
14390,32413.0,18880.0,0.129383245,0.097261568,0.11737089199999999,0.127347448
14391,32413.0,37460.0,0.870616755,0.902738432,0.8826291079999999,0.872652552
14392,32417.0,37460.0,1.0,1.0,1.0,1.0
14393,32420.0,99999.0,1.0,1.0,1.0,1.0
14394,32421.0,99999.0,1.0,1.0,1.0,1.0
14395,32422.0,18880.0,0.0,0.0,1.0,1.0
14396,32423.0,99999.0,1.0,1.0,1.0,1.0
14397,32424.0,99999.0,1.0,1.0,1.0,1.0
14398,32425.0,99999.0,1.0,1.0,1.0,1.0
14399,32426.0,99999.0,1.0,1.0,1.0,1.0
14400,32427.0,99999.0,1.0,1.0,1.0,1.0
14401,32428.0,37460.0,0.001291489,0.0,0.0,0.0011741219999999999
14402,32428.0,99999.0,0.9987085109999999,1.0,1.0,0.998825878
14403,32430.0,99999.0,1.0,1.0,1.0,1.0
14404,32431.0,99999.0,1.0,1.0,1.0,1.0
14405,32432.0,99999.0,0.0,0.0,1.0,1.0
14406,32433.0,18880.0,1.0,1.0,1.0,1.0
14407,32434.0,18880.0,0.0,1.0,0.0,1.0
14408,32435.0,18880.0,0.9988577959999999,1.0,0.98630137,0.9987238390000001
14409,32435.0,99999.0,0.001142204,0.0,0.01369863,0.001276161
14410,32437.0,37460.0,0.168115942,0.1,0.0,0.165730337
14411,32437.0,99999.0,0.831884058,0.9,1.0,0.8342696629999999
14412,32438.0,37460.0,0.920987654,0.914285714,1.0,0.9210271320000001
14413,32438.0,99999.0,0.079012346,0.085714286,0.0,0.078972868
14414,32439.0,18880.0,1.0,1.0,1.0,1.0
14415,32440.0,99999.0,1.0,1.0,1.0,1.0
14416,32442.0,99999.0,1.0,1.0,0.0,1.0
14417,32443.0,99999.0,1.0,1.0,1.0,1.0
14418,32444.0,37460.0,1.0,1.0,1.0,1.0
14419,32445.0,99999.0,1.0,1.0,1.0,1.0
14420,32446.0,99999.0,1.0,1.0,1.0,1.0
14421,32447.0,99999.0,1.0,1.0,1.0,1.0
14422,32448.0,99999.0,1.0,1.0,1.0,1.0
14423,32449.0,99999.0,1.0,1.0,1.0,1.0
14424,32452.0,99999.0,0.0,0.0,1.0,1.0
14425,32455.0,18880.0,0.585365854,0.36046511600000003,0.529411765,0.5774483029999999
14426,32455.0,99999.0,0.41463414600000004,0.639534884,0.470588235,0.422551697
14427,32456.0,37460.0,1.0,1.0,1.0,1.0
14428,32459.0,18880.0,1.0,1.0,1.0,1.0
14429,32460.0,99999.0,1.0,1.0,1.0,1.0
14430,32461.0,37460.0,1.0,1.0,1.0,1.0
14431,32462.0,18880.0,0.071466106,0.031746032,0.0,0.069944247
14432,32462.0,37460.0,0.01208618,0.0,0.0,0.011657375
14433,32462.0,99999.0,0.916447714,0.968253968,1.0,0.918398378
14434,32463.0,99999.0,0.0,0.0,1.0,1.0
14435,32464.0,18880.0,0.11243689800000001,0.215686275,0.0,0.114643977
14436,32464.0,99999.0,0.887563102,0.784313725,1.0,0.8853560229999999
14437,32465.0,37460.0,0.9990875909999999,1.0,1.0,0.9991245990000001
14438,32465.0,99999.0,0.000912409,0.0,0.0,0.000875401
14439,32466.0,37460.0,0.971379898,0.9827586209999999,1.0,0.971694972
14440,32466.0,99999.0,0.028620102,0.017241378999999998,0.0,0.028305028
14441,32501.0,37860.0,1.0,1.0,1.0,1.0
14442,32502.0,37860.0,1.0,1.0,1.0,1.0
14443,32503.0,37860.0,1.0,1.0,1.0,1.0
14444,32504.0,37860.0,1.0,1.0,1.0,1.0
14445,32505.0,37860.0,1.0,1.0,1.0,1.0
14446,32506.0,37860.0,1.0,1.0,1.0,1.0
14447,32507.0,37860.0,1.0,1.0,1.0,1.0
14448,32508.0,37860.0,1.0,1.0,1.0,1.0
14449,32509.0,37860.0,0.0,1.0,1.0,1.0
14450,32511.0,37860.0,0.0,1.0,1.0,1.0
14451,32512.0,37860.0,0.0,1.0,1.0,1.0
14452,32513.0,37860.0,1.0,1.0,1.0,1.0
14453,32514.0,37860.0,1.0,1.0,1.0,1.0
14454,32516.0,37860.0,1.0,1.0,1.0,1.0
14455,32520.0,37860.0,0.0,1.0,0.0,1.0
14456,32522.0,37860.0,1.0,1.0,1.0,1.0
14457,32523.0,37860.0,1.0,1.0,1.0,1.0
14458,32524.0,37860.0,1.0,1.0,1.0,1.0
14459,32526.0,37860.0,1.0,1.0,1.0,1.0
14460,32530.0,37860.0,1.0,1.0,1.0,1.0
14461,32531.0,18880.0,0.9814377320000001,1.0,1.0,0.9822351420000001
14462,32531.0,37860.0,0.018562268,0.0,0.0,0.017764858
14463,32533.0,37860.0,1.0,1.0,1.0,1.0
14464,32534.0,37860.0,1.0,1.0,1.0,1.0
14465,32535.0,37860.0,1.0,1.0,1.0,1.0
14466,32536.0,18880.0,1.0,1.0,1.0,1.0
14467,32537.0,18880.0,0.0,0.0,1.0,1.0
14468,32538.0,18880.0,0.0,1.0,0.0,1.0
14469,32539.0,18880.0,1.0,1.0,1.0,1.0
14470,32540.0,18880.0,1.0,1.0,1.0,1.0
14471,32541.0,18880.0,1.0,1.0,1.0,1.0
14472,32542.0,18880.0,1.0,1.0,1.0,1.0
14473,32544.0,18880.0,1.0,1.0,1.0,1.0
14474,32547.0,18880.0,1.0,1.0,1.0,1.0
14475,32548.0,18880.0,1.0,1.0,1.0,1.0
14476,32549.0,18880.0,1.0,1.0,1.0,1.0
14477,32550.0,18880.0,1.0,1.0,1.0,1.0
14478,32559.0,37860.0,0.0,1.0,0.0,1.0
14479,32560.0,37860.0,1.0,1.0,1.0,1.0
14480,32561.0,37860.0,1.0,1.0,1.0,1.0
14481,32562.0,37860.0,1.0,1.0,1.0,1.0
14482,32563.0,37860.0,1.0,1.0,1.0,1.0
14483,32564.0,18880.0,0.869726129,0.875,0.833333333,0.8688066990000001
14484,32564.0,37860.0,0.13027387099999999,0.125,0.166666667,0.13119330099999998
14485,32565.0,37860.0,1.0,1.0,1.0,1.0
14486,32566.0,37860.0,1.0,1.0,1.0,1.0
14487,32567.0,18880.0,1.0,1.0,1.0,1.0
14488,32568.0,37860.0,1.0,1.0,1.0,1.0
14489,32569.0,18880.0,1.0,1.0,1.0,1.0
14490,32570.0,37860.0,1.0,1.0,1.0,1.0
14491,32571.0,37860.0,1.0,1.0,1.0,1.0
14492,32572.0,37860.0,1.0,1.0,1.0,1.0
14493,32577.0,37860.0,1.0,1.0,1.0,1.0
14494,32578.0,18880.0,1.0,1.0,1.0,1.0
14495,32579.0,18880.0,1.0,1.0,1.0,1.0
14496,32580.0,18880.0,1.0,1.0,1.0,1.0
14497,32583.0,37860.0,1.0,1.0,1.0,1.0
14498,32588.0,18880.0,1.0,1.0,1.0,1.0
14499,32591.0,37860.0,1.0,1.0,1.0,1.0
14500,32601.0,23540.0,1.0,1.0,1.0,1.0
14501,32603.0,23540.0,1.0,1.0,1.0,1.0
14502,32604.0,23540.0,1.0,1.0,1.0,1.0
14503,32605.0,23540.0,1.0,1.0,1.0,1.0
14504,32606.0,23540.0,1.0,1.0,1.0,1.0
14505,32607.0,23540.0,1.0,1.0,1.0,1.0
14506,32608.0,23540.0,1.0,1.0,1.0,1.0
14507,32609.0,23540.0,1.0,1.0,1.0,1.0
14508,32610.0,23540.0,0.0,1.0,0.0,1.0
14509,32611.0,23540.0,0.0,1.0,1.0,1.0
14510,32612.0,23540.0,0.0,1.0,1.0,1.0
14511,32614.0,23540.0,1.0,1.0,1.0,1.0
14512,32615.0,23540.0,1.0,1.0,1.0,1.0
14513,32617.0,36100.0,1.0,1.0,1.0,1.0
14514,32618.0,23540.0,0.759093453,0.9359999999999999,1.0,0.7670865720000001
14515,32618.0,99999.0,0.240906547,0.064,0.0,0.232913428
14516,32619.0,23540.0,1.0,1.0,1.0,1.0
14517,32621.0,99999.0,1.0,1.0,1.0,1.0
14518,32622.0,23540.0,0.264090177,0.1,0.0,0.261075949
14519,32622.0,99999.0,0.735909823,0.9,1.0,0.7389240509999999
14520,32625.0,99999.0,1.0,1.0,1.0,1.0
14521,32626.0,99999.0,1.0,1.0,1.0,1.0
14522,32627.0,23540.0,1.0,1.0,1.0,1.0
14523,32628.0,99999.0,1.0,1.0,1.0,1.0
14524,32631.0,23540.0,1.0,1.0,1.0,1.0
14525,32633.0,23540.0,0.0,0.0,1.0,1.0
14526,32634.0,36100.0,0.0,0.0,1.0,1.0
14527,32635.0,23540.0,1.0,1.0,1.0,1.0
14528,32639.0,99999.0,0.0,0.0,1.0,1.0
14529,32640.0,23540.0,0.420061561,0.7688172040000001,0.36666666700000006,0.431085555
14530,32640.0,37260.0,0.579938439,0.23118279600000002,0.6333333329999999,0.568914445
14531,32641.0,23540.0,1.0,1.0,1.0,1.0
14532,32643.0,23540.0,0.873941105,0.969014085,0.859649123,0.880074488
14533,32643.0,29380.0,0.126058895,0.030985915,0.14035087699999999,0.119925512
14534,32648.0,99999.0,1.0,1.0,1.0,1.0
14535,32653.0,23540.0,1.0,1.0,1.0,1.0
14536,32654.0,23540.0,0.0,0.0,1.0,1.0
14537,32656.0,27260.0,0.898730646,0.8975903609999999,0.761904762,0.8971654579999999
14538,32656.0,99999.0,0.101269354,0.10240963900000001,0.23809523800000001,0.10283454199999999
14539,32658.0,23540.0,0.0,0.0,1.0,1.0
14540,32662.0,23540.0,0.0,0.0,1.0,1.0
14541,32663.0,36100.0,0.0,0.0,1.0,1.0
14542,32664.0,36100.0,0.0,0.0,1.0,1.0
14543,32666.0,23540.0,0.13389251300000002,0.064814815,0.088235294,0.131210949
14544,32666.0,27260.0,0.207207207,0.166666667,0.0,0.20380839
14545,32666.0,37260.0,0.45728487100000004,0.62962963,0.5,0.463254984
14546,32666.0,99999.0,0.201615409,0.13888888900000002,0.41176470600000004,0.201725677
14547,32667.0,23540.0,0.542193027,0.752688172,0.6,0.551873199
14548,32667.0,36100.0,0.45780697299999995,0.247311828,0.4,0.448126801
14549,32668.0,36100.0,0.20130340300000002,0.28571428600000004,0.666666667,0.202440775
14550,32668.0,99999.0,0.7986965970000001,0.7142857140000001,0.333333333,0.797559225
14551,32669.0,23540.0,1.0,1.0,1.0,1.0
14552,32680.0,99999.0,1.0,1.0,1.0,1.0
14553,32681.0,36100.0,0.0,0.0,1.0,1.0
14554,32683.0,99999.0,0.0,0.0,1.0,1.0
14555,32686.0,36100.0,1.0,1.0,1.0,1.0
14556,32692.0,99999.0,0.0,1.0,0.0,1.0
14557,32693.0,23540.0,0.639383816,0.77245509,0.772727273,0.648109608
14558,32693.0,99999.0,0.360616184,0.22754491,0.22727272699999998,0.35189039200000005
14559,32694.0,23540.0,1.0,1.0,1.0,1.0
14560,32696.0,23540.0,0.000678196,0.0,0.0,0.000625586
14561,32696.0,36100.0,0.077144795,0.00973236,0.011764706000000002,0.071942446
14562,32696.0,99999.0,0.9221770090000001,0.99026764,0.9882352940000001,0.9274319670000001
14563,32697.0,99999.0,0.0,0.0,1.0,1.0
14564,32701.0,36740.0,1.0,1.0,1.0,1.0
14565,32702.0,36100.0,0.07254788200000001,0.021276596000000002,0.0,0.069961133
14566,32702.0,36740.0,0.9274521179999999,0.978723404,1.0,0.930038867
14567,32703.0,36740.0,1.0,1.0,1.0,1.0
14568,32704.0,36740.0,1.0,1.0,1.0,1.0
14569,32706.0,19660.0,0.0,1.0,0.0,1.0
14570,32707.0,36740.0,1.0,1.0,1.0,1.0
14571,32708.0,36740.0,1.0,1.0,1.0,1.0
14572,32709.0,36740.0,1.0,1.0,1.0,1.0
14573,32710.0,36740.0,1.0,1.0,1.0,1.0
14574,32712.0,36740.0,1.0,1.0,1.0,1.0
14575,32713.0,19660.0,1.0,1.0,1.0,1.0
14576,32714.0,36740.0,1.0,1.0,1.0,1.0
14577,32715.0,36740.0,1.0,1.0,1.0,1.0
14578,32716.0,36740.0,1.0,1.0,1.0,1.0
14579,32718.0,36740.0,1.0,1.0,1.0,1.0
14580,32719.0,36740.0,1.0,1.0,1.0,1.0
14581,32720.0,19660.0,0.9121262920000001,0.996625422,0.9958041959999999,0.924623713
14582,32720.0,36740.0,0.08787370800000001,0.003374578,0.004195804,0.075376287
14583,32721.0,19660.0,0.0,0.0,1.0,1.0
14584,32723.0,19660.0,1.0,1.0,1.0,1.0
14585,32724.0,19660.0,1.0,1.0,1.0,1.0
14586,32725.0,19660.0,1.0,1.0,1.0,1.0
14587,32726.0,36740.0,1.0,1.0,1.0,1.0
14588,32727.0,36740.0,1.0,1.0,1.0,1.0
14589,32728.0,19660.0,1.0,1.0,1.0,1.0
14590,32730.0,36740.0,1.0,1.0,1.0,1.0
14591,32732.0,19660.0,0.0,0.03030303,0.0,0.00047824
14592,32732.0,36740.0,1.0,0.96969697,1.0,0.99952176
14593,32733.0,36740.0,1.0,1.0,1.0,1.0
14594,32735.0,36740.0,1.0,1.0,1.0,1.0
14595,32736.0,36740.0,1.0,1.0,1.0,1.0
14596,32738.0,19660.0,1.0,1.0,1.0,1.0
14597,32739.0,19660.0,1.0,1.0,1.0,1.0
14598,32744.0,19660.0,1.0,1.0,1.0,1.0
14599,32746.0,36740.0,1.0,1.0,1.0,1.0
14600,32747.0,36740.0,1.0,1.0,1.0,1.0
14601,32750.0,36740.0,1.0,1.0,1.0,1.0
14602,32751.0,36740.0,1.0,1.0,1.0,1.0
14603,32752.0,36740.0,1.0,1.0,1.0,1.0
14604,32753.0,19660.0,1.0,1.0,1.0,1.0
14605,32754.0,19660.0,0.047042546,0.005988024000000001,0.0,0.04557596
14606,32754.0,37340.0,0.9529574540000001,0.9940119759999999,1.0,0.95442404
14607,32756.0,36740.0,1.0,1.0,1.0,1.0
14608,32757.0,36740.0,1.0,1.0,1.0,1.0
14609,32759.0,19660.0,1.0,1.0,1.0,1.0
14610,32762.0,36740.0,1.0,1.0,1.0,1.0
14611,32763.0,19660.0,1.0,1.0,1.0,1.0
14612,32764.0,19660.0,1.0,1.0,1.0,1.0
14613,32765.0,36740.0,1.0,1.0,1.0,1.0
14614,32766.0,36740.0,1.0,1.0,1.0,1.0
14615,32767.0,36740.0,1.0,1.0,1.0,1.0
14616,32768.0,36740.0,1.0,1.0,1.0,1.0
14617,32771.0,36740.0,1.0,1.0,1.0,1.0
14618,32772.0,36740.0,1.0,1.0,1.0,1.0
14619,32773.0,36740.0,1.0,1.0,1.0,1.0
14620,32774.0,19660.0,1.0,1.0,1.0,1.0
14621,32775.0,37340.0,0.0,1.0,0.0,1.0
14622,32776.0,36740.0,1.0,1.0,1.0,1.0
14623,32777.0,36740.0,1.0,1.0,1.0,1.0
14624,32778.0,36740.0,1.0,1.0,1.0,1.0
14625,32779.0,36740.0,1.0,1.0,1.0,1.0
14626,32780.0,37340.0,1.0,1.0,1.0,1.0
14627,32781.0,37340.0,0.0,0.0,1.0,1.0
14628,32783.0,37340.0,1.0,1.0,1.0,1.0
14629,32784.0,36100.0,0.318571714,0.08558558599999999,0.33766233799999995,0.30951939100000003
14630,32784.0,36740.0,0.6814282859999999,0.914414414,0.662337662,0.6904806090000001
14631,32789.0,36740.0,1.0,1.0,1.0,1.0
14632,32790.0,36740.0,1.0,1.0,1.0,1.0
14633,32791.0,36740.0,1.0,1.0,1.0,1.0
14634,32792.0,36740.0,1.0,1.0,1.0,1.0
14635,32793.0,36740.0,1.0,1.0,1.0,1.0
14636,32794.0,36740.0,1.0,1.0,1.0,1.0
14637,32795.0,36740.0,1.0,1.0,1.0,1.0
14638,32796.0,37340.0,1.0,1.0,1.0,1.0
14639,32798.0,36740.0,1.0,1.0,1.0,1.0
14640,32799.0,36740.0,0.0,1.0,1.0,1.0
14641,32801.0,36740.0,1.0,1.0,1.0,1.0
14642,32802.0,36740.0,1.0,1.0,1.0,1.0
14643,32803.0,36740.0,1.0,1.0,1.0,1.0
14644,32804.0,36740.0,1.0,1.0,1.0,1.0
14645,32805.0,36740.0,1.0,1.0,1.0,1.0
14646,32806.0,36740.0,1.0,1.0,1.0,1.0
14647,32807.0,36740.0,1.0,1.0,1.0,1.0
14648,32808.0,36740.0,1.0,1.0,1.0,1.0
14649,32809.0,36740.0,1.0,1.0,1.0,1.0
14650,32810.0,36740.0,1.0,1.0,1.0,1.0
14651,32811.0,36740.0,1.0,1.0,1.0,1.0
14652,32812.0,36740.0,1.0,1.0,1.0,1.0
14653,32814.0,36740.0,1.0,1.0,1.0,1.0
14654,32815.0,37340.0,0.0,1.0,0.0,1.0
14655,32816.0,36740.0,0.0,0.0,1.0,1.0
14656,32817.0,36740.0,1.0,1.0,1.0,1.0
14657,32818.0,36740.0,1.0,1.0,1.0,1.0
14658,32819.0,36740.0,1.0,1.0,1.0,1.0
14659,32820.0,36740.0,1.0,1.0,1.0,1.0
14660,32821.0,36740.0,1.0,1.0,1.0,1.0
14661,32822.0,36740.0,1.0,1.0,1.0,1.0
14662,32824.0,36740.0,1.0,1.0,1.0,1.0
14663,32825.0,36740.0,1.0,1.0,1.0,1.0
14664,32826.0,36740.0,1.0,1.0,1.0,1.0
14665,32827.0,36740.0,1.0,1.0,1.0,1.0
14666,32828.0,36740.0,1.0,1.0,1.0,1.0
14667,32829.0,36740.0,1.0,1.0,1.0,1.0
14668,32830.0,36740.0,1.0,1.0,1.0,1.0
14669,32831.0,36740.0,1.0,1.0,1.0,1.0
14670,32832.0,36740.0,1.0,1.0,1.0,1.0
14671,32833.0,36740.0,1.0,1.0,1.0,1.0
14672,32834.0,36740.0,0.0,0.0,1.0,1.0
14673,32835.0,36740.0,1.0,1.0,1.0,1.0
14674,32836.0,36740.0,1.0,1.0,1.0,1.0
14675,32837.0,36740.0,1.0,1.0,1.0,1.0
14676,32839.0,36740.0,1.0,1.0,1.0,1.0
14677,32853.0,36740.0,1.0,1.0,1.0,1.0
14678,32854.0,36740.0,1.0,1.0,1.0,1.0
14679,32855.0,36740.0,1.0,1.0,1.0,1.0
14680,32856.0,36740.0,1.0,1.0,1.0,1.0
14681,32857.0,36740.0,1.0,1.0,1.0,1.0
14682,32858.0,36740.0,1.0,1.0,1.0,1.0
14683,32859.0,36740.0,1.0,1.0,1.0,1.0
14684,32860.0,36740.0,1.0,1.0,1.0,1.0
14685,32861.0,36740.0,1.0,1.0,1.0,1.0
14686,32862.0,36740.0,0.0,0.0,1.0,1.0
14687,32867.0,36740.0,1.0,1.0,1.0,1.0
14688,32868.0,36740.0,1.0,1.0,1.0,1.0
14689,32869.0,36740.0,1.0,1.0,1.0,1.0
14690,32872.0,36740.0,1.0,1.0,1.0,1.0
14691,32877.0,36740.0,1.0,1.0,1.0,1.0
14692,32878.0,36740.0,1.0,1.0,1.0,1.0
14693,32899.0,37340.0,0.0,0.0,1.0,1.0
14694,32901.0,37340.0,1.0,1.0,1.0,1.0
14695,32902.0,37340.0,1.0,1.0,1.0,1.0
14696,32903.0,37340.0,1.0,1.0,1.0,1.0
14697,32904.0,37340.0,1.0,1.0,1.0,1.0
14698,32905.0,37340.0,1.0,1.0,1.0,1.0
14699,32906.0,37340.0,1.0,1.0,1.0,1.0
14700,32907.0,37340.0,1.0,1.0,1.0,1.0
14701,32908.0,37340.0,1.0,1.0,1.0,1.0
14702,32909.0,37340.0,1.0,1.0,1.0,1.0
14703,32910.0,37340.0,1.0,1.0,1.0,1.0
14704,32911.0,37340.0,1.0,1.0,1.0,1.0
14705,32912.0,37340.0,1.0,1.0,1.0,1.0
14706,32920.0,37340.0,1.0,1.0,1.0,1.0
14707,32922.0,37340.0,1.0,1.0,1.0,1.0
14708,32923.0,37340.0,1.0,1.0,1.0,1.0
14709,32924.0,37340.0,1.0,1.0,1.0,1.0
14710,32925.0,37340.0,1.0,1.0,1.0,1.0
14711,32926.0,37340.0,1.0,1.0,1.0,1.0
14712,32927.0,37340.0,1.0,1.0,1.0,1.0
14713,32931.0,37340.0,1.0,1.0,1.0,1.0
14714,32932.0,37340.0,1.0,1.0,1.0,1.0
14715,32934.0,37340.0,1.0,1.0,1.0,1.0
14716,32935.0,37340.0,1.0,1.0,1.0,1.0
14717,32936.0,37340.0,1.0,1.0,1.0,1.0
14718,32937.0,37340.0,1.0,1.0,1.0,1.0
14719,32940.0,37340.0,1.0,1.0,1.0,1.0
14720,32941.0,37340.0,1.0,1.0,1.0,1.0
14721,32948.0,42680.0,1.0,1.0,1.0,1.0
14722,32949.0,37340.0,1.0,1.0,1.0,1.0
14723,32950.0,37340.0,1.0,1.0,1.0,1.0
14724,32951.0,37340.0,1.0,1.0,1.0,1.0
14725,32952.0,37340.0,1.0,1.0,1.0,1.0
14726,32953.0,37340.0,1.0,1.0,1.0,1.0
14727,32954.0,37340.0,0.0,0.0,1.0,1.0
14728,32955.0,37340.0,1.0,1.0,1.0,1.0
14729,32956.0,37340.0,1.0,1.0,1.0,1.0
14730,32957.0,42680.0,1.0,1.0,1.0,1.0
14731,32958.0,42680.0,1.0,1.0,1.0,1.0
14732,32959.0,37340.0,0.0,1.0,0.0,1.0
14733,32960.0,42680.0,1.0,1.0,1.0,1.0
14734,32961.0,42680.0,1.0,1.0,1.0,1.0
14735,32962.0,42680.0,1.0,1.0,1.0,1.0
14736,32963.0,42680.0,1.0,1.0,1.0,1.0
14737,32964.0,42680.0,1.0,1.0,1.0,1.0
14738,32965.0,42680.0,1.0,1.0,1.0,1.0
14739,32966.0,42680.0,1.0,1.0,1.0,1.0
14740,32967.0,42680.0,1.0,1.0,1.0,1.0
14741,32968.0,42680.0,1.0,1.0,1.0,1.0
14742,32969.0,42680.0,1.0,1.0,1.0,1.0
14743,32970.0,42680.0,1.0,1.0,1.0,1.0
14744,32971.0,42680.0,1.0,1.0,1.0,1.0
14745,32976.0,37340.0,1.0,1.0,1.0,1.0
14746,32978.0,42680.0,1.0,1.0,1.0,1.0
14747,33001.0,28580.0,0.0,0.0,1.0,1.0
14748,33002.0,33124.0,1.0,1.0,1.0,1.0
14749,33004.0,22744.0,1.0,1.0,1.0,1.0
14750,33008.0,22744.0,1.0,1.0,1.0,1.0
14751,33009.0,22744.0,1.0,1.0,1.0,1.0
14752,33010.0,33124.0,1.0,1.0,1.0,1.0
14753,33011.0,33124.0,1.0,1.0,1.0,1.0
14754,33012.0,33124.0,1.0,1.0,1.0,1.0
14755,33013.0,33124.0,1.0,1.0,1.0,1.0
14756,33014.0,33124.0,1.0,1.0,1.0,1.0
14757,33015.0,33124.0,1.0,1.0,1.0,1.0
14758,33016.0,33124.0,1.0,1.0,1.0,1.0
14759,33017.0,33124.0,1.0,1.0,1.0,1.0
14760,33018.0,22744.0,7.03334e-05,0.0,0.0,5.89657e-05
14761,33018.0,33124.0,0.9999296670000001,1.0,1.0,0.999941034
14762,33019.0,22744.0,1.0,1.0,1.0,1.0
14763,33020.0,22744.0,1.0,1.0,1.0,1.0
14764,33021.0,22744.0,1.0,1.0,1.0,1.0
14765,33022.0,22744.0,1.0,1.0,1.0,1.0
14766,33023.0,22744.0,0.999722505,0.999317639,1.0,0.999685039
14767,33023.0,33124.0,0.000277495,0.000682361,0.0,0.000314961
14768,33024.0,22744.0,1.0,1.0,1.0,1.0
14769,33025.0,22744.0,0.979332902,1.0,0.987848463,0.980745463
14770,33025.0,33124.0,0.020667098000000002,0.0,0.012151536999999999,0.019254537
14771,33026.0,22744.0,1.0,1.0,1.0,1.0
14772,33027.0,22744.0,1.0,1.0,1.0,1.0
14773,33028.0,22744.0,1.0,1.0,1.0,1.0
14774,33029.0,22744.0,1.0,1.0,1.0,1.0
14775,33030.0,33124.0,1.0,1.0,1.0,1.0
14776,33031.0,33124.0,1.0,1.0,1.0,1.0
14777,33032.0,33124.0,1.0,1.0,1.0,1.0
14778,33033.0,33124.0,1.0,1.0,1.0,1.0
14779,33034.0,28580.0,0.00024213099999999998,0.0,0.0,0.000206249
14780,33034.0,33124.0,0.9997578690000001,1.0,1.0,0.9997937509999999
14781,33035.0,33124.0,1.0,1.0,1.0,1.0
14782,33036.0,28580.0,1.0,1.0,1.0,1.0
14783,33037.0,28580.0,1.0,1.0,1.0,1.0
14784,33039.0,33124.0,0.0,1.0,0.0,1.0
14785,33040.0,28580.0,1.0,1.0,1.0,1.0
14786,33041.0,28580.0,1.0,1.0,1.0,1.0
14787,33042.0,28580.0,1.0,1.0,1.0,1.0
14788,33043.0,28580.0,1.0,1.0,1.0,1.0
14789,33045.0,28580.0,1.0,1.0,1.0,1.0
14790,33050.0,28580.0,1.0,1.0,1.0,1.0
14791,33051.0,28580.0,1.0,1.0,1.0,1.0
14792,33052.0,28580.0,1.0,1.0,1.0,1.0
14793,33054.0,33124.0,1.0,1.0,1.0,1.0
