ZIP,CBSA,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
49052,28020,0.701204819,0.52,0,0.689342404
49052,44780,0.014457831,0,0,0.013605442
49053,28020,1,1,1,1
49055,26090,0.108307045,0.049180328,0.219512195,0.108629442
49055,28020,0.891692955,0.950819672,0.780487805,0.891370558
49056,26090,0.29093432,0.172413793,0.857142857,0.298292902
49056,28020,0.70906568,0.827586207,0.142857143,0.701707098
49057,28020,1,1,1,1
49058,24340,1,1,1,1
49060,24340,0.612474438,0.551724138,0.942857143,0.621880998
49060,28020,0.387525562,0.448275862,0.057142857,0.378119002
49061,43780,1,1,1,1
49062,28020,1,1,0,1
49063,28020,0,1,0,1
49064,28020,1,1,1,1
49065,28020,0.99846343,1,1,0.998536728
49065,43780,0.00153657,0,0,0.001463272
49066,44780,1,1,0,1
49067,28020,0.096085409,0.025641026,0.095238095,0.094887348
49067,43780,0.754893238,0.871794872,0.904761905,0.758232236
49067,44780,0.149021352,0.102564103,0,0.146880416
49068,12980,1,1,1,1
49070,26090,1,1,1,1
49071,28020,1,1,1,1
49072,28020,0.002257336,0,0,0.002199413
49072,44780,0.997742664,1,1,0.997800587
49073,24340,0.928634361,0.95,0.979166667,0.929854577
49073,29620,0.071365639,0.05,0.020833333,0.070145423
49074,28020,0,1,0,1
49075,44780,0,1,0,1
49076,12980,0.278046162,0.118644068,0.083333333,0.268527919
49076,29620,0.721953838,0.881355932,0.916666667,0.731472081
49078,26090,0.940894165,1,0.976377953,0.944626168
49078,28020,0.059105835,0,0.023622047,0.055373832
49079,28020,1,1,1,1
49080,24340,0.196381289,0.048387097,0.053719008,0.183168317
49080,26090,0.717269785,0.947004608,0.938016529,0.73775756
49080,28020,0.086348926,0.004608295,0.008264463,0.079074124
49081,28020,1,1,1,1
49082,17740,0.941293039,0.970414201,0.977777778,0.94320298
49082,25880,0.058706961,0.029585799,0.022222222,0.05679702
49083,28020,1,1,1,1
49084,35660,0,1,0,1
49085,35660,1,1,1,1
49087,28020,0.999183673,1,1,0.99923136
49087,44780,0.000816327,0,0,0.00076864
49088,28020,1,1,0,1
49089,17740,1,1,1,1
49090,26090,0.173660714,0.061878453,0.051359517,0.159768537
49090,28020,0.826339286,0.938121547,0.948640483,0.840231463
49091,44780,1,1,1,1
49092,12980,0.717761557,0.945205479,1,0.731707317
49092,17740,0.282238443,0.054794521,0,0.268292683
49093,43780,0.025464704,0.014765101,0.002770083,0.023912417
49093,44780,0.974535296,0.985234899,0.997229917,0.976087583
49094,12980,0.165692821,0.203539823,0.06557377,0.164980545
49094,17740,0.834307179,0.796460177,0.93442623,0.835019455
49095,43780,1,1,1,1
49096,29620,1,1,1,1
49097,28020,0.988087903,1,1,0.988878236
49097,44780,0.011912097,0,0,0.011121764
49098,28020,0.053368044,0.00621118,0,0.049758745
49098,35660,0.946631956,0.99378882,1,0.950241255
49099,43780,0.144287834,0.093457944,0.148148148,0.142402827
49099,44780,0.855712166,0.906542056,0.851851852,0.857597173
49101,35660,1,1,1,1
49102,35660,0.984536082,1,1,0.985245902
49102,43780,0.015463918,0,0,0.014754098
49103,35660,1,1,1,1
49104,35660,0,1,0,1
49106,35660,1,1,1,1
49107,35660,1,1,1,1
49111,35660,0.885647608,0.984126984,0.8,0.888392857
49111,43780,0.114352392,0.015873016,0.2,0.111607143
49112,43780,1,1,1,1
49113,35660,1,1,1,1
49115,35660,1,1,0,1
49116,35660,1,1,0,1
49117,35660,1,1,1,1
49119,35660,1,1,0,1
49120,35660,0.726340819,0.926364234,0.946050096,0.746291438
49120,43780,0.273659181,0.073635766,0.053949904,0.253708562
49125,35660,1,1,1,1
49126,35660,1,1,1,1
49127,35660,1,1,1,1
49128,35660,1,1,1,1
49129,35660,1,1,1,1
49130,43780,1,1,1,1
49201,27100,1,1,1,1
49202,27100,1,1,1,1
49203,27100,1,1,1,1
49204,27100,1,1,1,1
49220,10300,0.911607143,0.847826087,1,0.910245555
49220,25880,0.088392857,0.152173913,0,0.089754445
49221,10300,1,1,1,1
49224,12980,0.875342245,0.951111111,0.997334518,0.909988777
49224,27100,0.124657755,0.048888889,0.002665482,0.090011223
49227,25880,1,1,1,1
49228,10300,0.997534922,1,1,0.997790869
49228,33780,0.002465078,0,0,0.002209131
49229,10300,0.949962659,1,1,0.951902369
49229,11460,0.016430172,0,0,0.015793252
49229,33780,0.03360717,0,0,0.032304379
49230,10300,0.221358217,0.179487179,0.093023256,0.218832454
49230,11460,0.000691204,0,0,0.000659631
49230,27100,0.777950579,0.820512821,0.906976744,0.780507916
49232,25880,1,1,1,1
49233,10300,0.312270389,0.647058824,0.846153846,0.329122807
49233,25880,0.553269655,0.215686275,0.153846154,0.53754386
49233,27100,0.134459956,0.137254902,0,0.133333333
49234,27100,1,1,1,1
49235,10300,1,1,1,1
49236,10300,0.860133206,0.95412844,0.954545455,0.867369346
49236,11460,0.139866794,0.04587156,0.045454545,0.132630654
49237,12980,0.008233533,0,0.083333333,0.009285714
49237,27100,0.991766467,1,0.916666667,0.990714286
49238,10300,0.904552129,0.916666667,1,0.905766526
49238,33780,0.095447871,0.083333333,0,0.094233474
49239,25880,0,1,0,1
49240,11460,0.067177243,0.029126214,0.02739726,0.064961848
49240,27100,0.932822757,0.970873786,0.97260274,0.935038152
49241,25880,0.005328597,0,0,0.005172414
49241,27100,0.994671403,1,1,0.994827586
49242,25880,1,1,1,1
49245,12980,0.994623656,1,0.958333333,0.994156928
49245,17740,0.000896057,0,0,0.000834725
49245,27100,0.004480287,0,0.041666667,0.005008347
49246,25880,0.036685642,0.115384615,0,0.037700865
49246,27100,0.963314358,0.884615385,1,0.962299135
49247,10300,0.763473054,0.886010363,0.87804878,0.774686121
49247,25880,0.236526946,0.113989637,0.12195122,0.225313879
49248,10300,1,1,1,1
49249,25880,0.913573407,1,1,0.914520548
49249,27100,0.086426593,0,0,0.085479452
49250,25880,0.9739819,0.986956522,1,0.975798319
49250,27100,0.0260181,0.013043478,0,0.024201681
49251,27100,0.049431149,0.015873016,0,0.047888386
49251,29620,0.950568851,0.984126984,1,0.952111614
49252,12980,0.023178808,0.060606061,0,0.023112481
49252,17740,0.033112583,0,0,0.030816641
49252,25880,0.918874172,0.939393939,0.964912281,0.921417565
49252,27100,0.024834437,0,0.035087719,0.024653313
49253,10300,1,1,1,1
49254,27100,1,1,1,1
49255,17740,0.468030691,0,0.454545455,0.464912281
49255,25880,0.531969309,1,0.545454545,0.535087719
49256,10300,1,1,1,1
49257,25880,0,0,1,1
49258,25880,0,0,1,1
49259,27100,1,1,1,1
49261,27100,1,1,1,1
49262,25880,1,1,1,1
49263,27100,1,0,1,1
49264,27100,0.254342432,0.25,0,0.25398773
49264,29620,0.745657568,0.75,1,0.74601227
49265,10300,1,1,1,1
49266,25880,1,1,1,1
49267,10300,0.075313808,0.041666667,0,0.072666294
49267,33780,0.924686192,0.958333333,1,0.927333706
49268,10300,1,1,1,1
49269,27100,1,1,1,1
49270,33780,1,1,1,1
49271,25880,1,1,1,1
49272,27100,1,1,1,1
49274,17740,0.052801724,0.071428571,0,0.052770449
49274,25880,0.947198276,0.928571429,1,0.947229551
49276,10300,0.644230769,0.4,0.2,0.636150235
49276,33780,0.355769231,0.6,0.8,0.363849765
49277,27100,1,1,1,1
49279,10300,1,1,1,1
49281,25880,0,1,0,1
49282,25880,1,1,1,1
49283,27100,1,1,1,1
49284,12980,0.264474625,0.125,0,0.259361997
49284,27100,0.633309507,0.8125,1,0.640083218
49284,29620,0.102215868,0.0625,0,0.100554785
49285,11460,0.022277228,0.033898305,0,0.022178218
49285,27100,0.068894389,0.101694915,0,0.068514851
49285,29620,0.872112211,0.86440678,1,0.874059406
49285,47664,0.036716172,0,0,0.035247525
49286,10300,1,1,1,1
49287,10300,0.897074756,0.821428571,1,0.895178197
49287,11460,0.102925244,0.178571429,0,0.104821803
49288,10300,0.067669173,0.014925373,0,0.061056106
49288,25880,0.932330827,0.985074627,1,0.938943894
49289,10300,0,0,1,1
49301,24340,1,1,1,1
49302,24340,0.99766511,0.984615385,1,0.997400065
49302,26960,0.00233489,0.015384615,0,0.002599935
49303,34740,0.923261391,1,0,0.927107062
49303,99999,0.076738609,0,0,0.072892938
49304,99999,1,1,1,1
49305,13660,0.943797121,0.964285714,0.666666667,0.943067649
49305,34380,0.056202879,0.035714286,0.333333333,0.056932351
49306,24340,1,1,1,1
49307,13660,0.974245518,0.997378768,1,0.977272727
49307,99999,0.025754482,0.002621232,0,0.022727273
49309,99999,1,1,1,1
49310,13660,0.314308053,0.265306122,0,0.311561562
49310,24340,0.030492572,0.040816327,0,0.030780781
49310,34380,0.655199375,0.693877551,1,0.657657658
49311,26090,1,1,0,1
49312,99999,0,1,0,1
49314,26090,0,1,0,1
49315,24340,0.97346795,0.984399376,0.993464052,0.974854728
49315,26090,0.02653205,0.015600624,0.006535948,0.025145272
49316,24340,0.896021021,0.982524272,0.936842105,0.902035185
49316,26090,0.103978979,0.017475728,0.063157895,0.097964815
49317,24340,0,1,0,1
49318,24340,0.341059603,0.347826087,0,0.340222576
49318,34740,0.658940397,0.652173913,1,0.659777424
49319,24340,1,1,1,1
49320,13660,1,1,0,1
49321,24340,1,1,1,1
49322,24340,1,1,0,1
49323,24340,0.002925688,0,0,0.002812148
49323,26090,0.997074312,1,1,0.997187852
49325,24340,0.902377972,0.952380952,1,0.907276995
49325,26960,0.097622028,0.047619048,0,0.092723005
49326,24340,1,1,1,1
49327,24340,0.002281803,0,0,0.002179243
49327,34740,0.005419281,0,0,0.005175701
49327,99999,0.992298916,1,1,0.992645056
49328,26090,1,1,1,1
49329,13660,0.002175095,0,0,0.002093145
49329,24340,0.848558999,0.947826087,1,0.852694924
49329,99999,0.149265905,0.052173913,0,0.145211931
49330,24340,0.951855567,0.988764045,1,0.954093706
49330,34740,0.004012036,0,0,0.003786086
49330,99999,0.044132397,0.011235955,0,0.042120208
49331,24340,0.865305523,0.978082192,0.98540146,0.873187415
49331,26960,0.134694477,0.021917808,0.01459854,0.126812585
49332,13660,1,1,1,1
49333,24340,0.992947814,0.995024876,0.958083832,0.991933971
49333,26090,0.007052186,0.004975124,0.041916168,0.008066029
49335,26090,0,1,0,1
49336,13660,0.924107143,1,0.777777778,0.924548934
49336,24340,0.066964286,0,0,0.065609623
49336,99999,0.008928571,0,0.222222222,0.009841443
49337,13660,0.009028688,0.007853403,0,0.008876144
49337,24340,0.018348624,0,0.013513514,0.017342619
49337,99999,0.972622688,0.992146597,0.986486486,0.973781237
49338,13660,0.666304348,0.807692308,0.3,0.66252588
49338,99999,0.333695652,0.192307692,0.7,0.33747412
49339,24340,1,1,1,1
49340,13660,0.714285714,0.913580247,0.666666667,0.724801061
49340,34380,0.285714286,0.086419753,0.333333333,0.275198939
49341,24340,1,1,1,1
49342,13660,1,1,1,1
49343,24340,0.69969278,0.860465116,1,0.703313253
49343,99999,0.30030722,0.139534884,0,0.296686747
49344,24340,0.514792899,0.402298851,0.6,0.511214953
49344,26090,0.485207101,0.597701149,0.4,0.488785047
49345,24340,1,1,1,1
49346,13660,1,1,1,1
49347,24340,1,1,1,1
49348,24340,0.251002965,0.096938776,0.103448276,0.237958533
49348,26090,0.748997035,0.903061224,0.896551724,0.762041467
49349,99999,1,1,1,1
49351,24340,0,1,1,1
49401,24340,1,1,1,1
49402,31220,0.612311015,0.5,0,0.610169492
49402,99999,0.387688985,0.5,0,0.389830508
49403,24340,0.957654723,1,1,0.959752322
49403,34740,0.042345277,0,0,0.040247678
49404,24340,0.982681397,1,1,0.984475375
49404,34740,0.017318603,0,0,0.015524625
49405,31220,1,1,1,1
49406,26090,1,1,1,1
49408,26090,1,1,1,1
49409,24340,1,1,0,1
49410,31220,1,1,0,1
49411,31220,0.988315482,1,0,0.988625592
49411,99999,0.011684518,0,0,0.011374408
49412,34740,0.00037886,0,0,0.000336134
49412,99999,0.99962114,1,1,0.999663866
49413,99999,0,1,0,1
49415,24340,0.100666173,0.062992126,0.217391304,0.100869565
49415,34740,0.899333827,0.937007874,0.782608696,0.899130435
49416,26090,0,1,0,1
49417,24340,1,1,1,1
49418,24340,1,1,1,1
49419,26090,1,1,1,1
49420,31220,0.000329164,0,0,0.000291545
49420,99999,0.999670836,1,1,0.999708455
49421,99999,1,1,1,1
49423,24340,0.618581907,0.67687235,0.731374607,0.629145729
49423,26090,0.381418093,0.32312765,0.268625393,0.370854271
49424,24340,1,1,1,1
49425,34740,0.752421308,0.888888889,1,0.756899589
49425,99999,0.247578692,0.111111111,0,0.243100411
49426,24340,0.999699293,1,1,0.999719868
49426,26090,0.000300707,0,0,0.000280132
49427,24340,0,1,0,1
49428,24340,1,1,1,1
49429,24340,1,1,1,1
49430,24340,1,1,0,1
49431,31220,1,1,1,1
49434,24340,1,1,0,1
49435,24340,1,1,1,1
49436,99999,1,1,1,1
49437,34740,0.810559907,0.954022989,0.948051948,0.820173067
49437,99999,0.189440093,0.045977011,0.051948052,0.179826933
49440,34740,1,1,1,1
49441,34740,1,1,1,1
49442,34740,1,1,1,1
49443,34740,1,1,1,1
49444,34740,1,1,1,1
49445,34740,1,1,1,1
49446,99999,1,1,1,1
49448,24340,0.901155327,0.981818182,1,0.908396947
49448,34740,0.098844673,0.018181818,0,0.091603053
49449,31220,0.2720552,0.222222222,0,0.264150943
49449,99999,0.7279448,0.777777778,1,0.735849057
49450,26090,1,1,1,1
49451,24340,0.051062092,0.022988506,0.16,0.051171875
49451,34740,0.948120915,0.977011494,0.84,0.948046875
49451,99999,0.000816993,0,0,0.00078125
49452,99999,1,1,1,1
49453,26090,1,1,1,1
49454,31220,1,1,1,1
49455,99999,1,1,1,1
49456,24340,0.942084942,0.925806452,0.9875,0.942496754
49456,34740,0.057915058,0.074193548,0.0125,0.057503246
49457,34740,0.987162461,0.96969697,1,0.986928105
49457,99999,0.012837539,0.03030303,0,0.013071895
49458,31220,0,1,0,1
49459,99999,1,1,1,1
49460,24340,1,1,1,1
49461,34740,1,1,1,1
49464,24340,0.988347774,1,1,0.989388718
49464,26090,0.011652226,0,0,0.010611282
49468,24340,1,1,1,1
49501,24340,1,1,1,1
49503,24340,1,1,1,1
49504,24340,1,1,1,1
49505,24340,1,1,1,1
49506,24340,1,1,1,1
49507,24340,1,1,1,1
49508,24340,1,1,1,1
49509,24340,1,1,1,1
49510,24340,1,1,1,1
49512,24340,1,1,1,1
49514,24340,1,1,1,1
49515,24340,1,1,1,1
49516,24340,1,1,1,1
49518,24340,1,1,1,1
49519,24340,1,1,1,1
49525,24340,1,1,1,1
49530,24340,0,1,0,1
49534,24340,1,1,1,1
49544,24340,1,1,1,1
49546,24340,1,1,1,1
49548,24340,1,1,1,1
49560,24340,0,1,0,1
49588,24340,1,1,1,1
49601,15620,0.998997448,1,1,0.99913488
49601,99999,0.001002552,0,0,0.00086512
49610,45900,1,1,1,1
49611,99999,0,1,0,1
49612,45900,0.322528363,0,0,0.319935691
49612,99999,0.677471637,1,0,0.680064309
49613,45900,0.177316294,0.25,0,0.178683386
49613,99999,0.822683706,0.75,0,0.821316614
49614,99999,1,1,1,1
49615,99999,1,1,1,1
49616,45900,0.996204934,1,1,0.996644295
49616,99999,0.003795066,0,0,0.003355705
49617,45900,1,1,1,1
49618,15620,1,1,0,1
49619,99999,1,1,0,1
49620,15620,0.611615245,0.935483871,1,0.624125874
49620,45900,0.388384755,0.064516129,0,0.375874126
49621,45900,1,1,1,1
49622,99999,1,1,1,1
49623,99999,1,1,1,1
49625,15620,0.036090226,0,0,0.035087719
49625,99999,0.963909774,1,0,0.964912281
49626,99999,0,1,0,1
49627,99999,1,1,0,1
49628,45900,0,1,0,1
49629,99999,1,1,1,1
49630,45900,1,1,1,1
49631,13660,0.111041991,0.008928571,0,0.106484236
49631,99999,0.888958009,0.991071429,1,0.893515764
49632,15620,1,1,0,1
49633,15620,0.030849549,0.029411765,0,0.030726257
49633,45900,0.969150451,0.970588235,1,0.969273743
49634,99999,0,1,1,1
49635,45900,1,1,1,1
49636,45900,1,1,1,1
49637,45900,1,1,1,1
49638,15620,0.913294798,1,1,0.916201117
49638,99999,0.086705202,0,0,0.083798883
49639,13660,0.217231222,0,0,0.204861111
49639,99999,0.782768778,1,1,0.795138889
49640,45900,1,1,1,1
49642,99999,1,1,1,1
49643,45900,1,1,1,1
49644,99999,1,1,1,1
49645,99999,1,1,1,1
49646,45900,1,1,1,1
49648,99999,1,1,1,1
49649,15620,0.032095901,0,0.142857143,0.031954887
49649,45900,0.967904099,1,0.857142857,0.968045113
49650,45900,1,1,1,1
49651,15620,1,1,1,1
49653,45900,1,1,1,1
49654,45900,1,1,0,1
49655,99999,1,1,0,1
49656,99999,1,1,1,1
49657,15620,0.99931694,1,1,0.999356913
49657,99999,0.00068306,0,0,0.000643087
49659,45900,0.271087842,0.209677419,0.060606061,0.267037552
49659,99999,0.728912158,0.790322581,0.939393939,0.732962448
49660,31220,0.051498746,0.007727975,0.016326531,0.047135263
49660,99999,0.948501254,0.992272025,0.983673469,0.952864737
49663,15620,1,1,1,1
49664,45900,1,1,1,1
49665,15620,0.054787994,0,0,0.053389044
49665,99999,0.945212006,1,1,0.946610956
49666,45900,0,1,0,1
49667,15620,1,1,1,1
49668,15620,0.988545246,1,1,0.988919668
49668,99999,0.011454754,0,0,0.011080332
49670,45900,1,1,1,1
49673,45900,0,1,0,1
49674,45900,0,1,0,1
49675,99999,1,1,1,1
49676,45900,0.626086957,0.612244898,1,0.626952253
49676,99999,0.373913043,0.387755102,0,0.373047747
49677,99999,1,1,1,1
49679,13660,0.122311828,0,0,0.118798956
49679,99999,0.877688172,1,1,0.881201044
49680,45900,1,1,1,1
49682,45900,1,1,1,1
49683,45900,0.657166806,0.695652174,1,0.659016393
49683,99999,0.342833194,0.304347826,0,0.340983607
49684,45900,1,1,1,1
49685,45900,1,1,1,1
49686,45900,1,1,1,1
49688,15620,0.024615385,0,0,0.023809524
49688,99999,0.975384615,1,1,0.976190476
49689,15620,0.059602649,0.181818182,0,0.066785396
49689,99999,0.940397351,0.818181818,0,0.933214604
49690,45900,0.944226711,0.916666667,0.97752809,0.943401436
49690,99999,0.055773289,0.083333333,0.02247191,0.056598564
49696,45900,1,1,1,1
49701,99999,1,1,1,1
49705,99999,1,1,1,1
49706,99999,1,1,1,1
49707,10980,0.968100091,1,0.984375,0.97175182
49707,99999,0.031899909,0,0.015625,0.02824818
49709,99999,1,1,1,1
49710,42300,1,1,1,1
49712,99999,1,1,1,1
49713,99999,1,1,1,1
49715,42300,1,1,1,1
49716,99999,1,1,1,1
49717,99999,0,1,0,1
49718,99999,1,1,0,1
49719,42300,0.002564103,0,0,0.002415459
49719,99999,0.997435897,1,1,0.997584541
49720,99999,1,1,1,1
49721,99999,1,1,1,1
49722,99999,0,1,0,1
49723,99999,0,1,0,1
49724,42300,1,1,1,1
49725,42300,1,1,0,1
49726,42300,1,1,1,1
49727,99999,1,1,1,1
49728,42300,1,1,1,1
49729,99999,1,1,0,1
49730,99999,1,1,1,1
49733,99999,1,1,1,1
49735,99999,1,1,1,1
49736,42300,1,1,0,1
49738,45900,0.015774548,0,0,0.014452744
49738,99999,0.984225452,1,1,0.985547256
49740,99999,1,1,1,1
49743,99999,1,1,0,1
49744,10980,1,1,0,1
49745,99999,1,1,1,1
49746,10980,0.096910112,0.090909091,0.375,0.099601594
49746,99999,0.903089888,0.909090909,0.625,0.900398406
49747,10980,0.488266465,0.69047619,0.7,0.495994173
49747,99999,0.511733535,0.30952381,0.3,0.504005827
49748,42300,0,1,0,1
49749,99999,1,1,1,1
49751,99999,1,1,0,1
49752,42300,1,1,1,1
49753,10980,1,1,1,1
49755,99999,1,1,1,1
49756,99999,1,1,1,1
49757,99999,1,1,0,1
49759,99999,1,1,0,1
49760,42300,0.043824701,0,0,0.041719343
49760,99999,0.956175299,1,1,0.958280657
49761,99999,0,1,0,1
49762,99999,1,1,0,1
49764,99999,0,1,0,1
49765,99999,1,1,1,1
49766,10980,1,1,1,1
49768,42300,1,1,1,1
49769,99999,1,1,1,1
49770,99999,1,1,1,1
49774,42300,0.819571865,0.844444444,0,0.820662768
49774,99999,0.180428135,0.155555556,0,0.179337232
49775,99999,1,1,0,1
49776,10980,0.199226306,0.133333333,0,0.193140794
49776,99999,0.800773694,0.866666667,1,0.806859206
49777,99999,1,1,1,1
49779,99999,1,1,1,1
49780,42300,1,1,0,1
49781,99999,1,1,1,1
49782,99999,1,1,1,1
49783,42300,1,1,1,1
49788,42300,1,1,1,1
49791,99999,1,1,0,1
49792,99999,0,1,0,1
49793,42300,0,1,0,1
49795,99999,1,1,1,1
49796,99999,0,1,0,1
49797,99999,0,1,0,1
49799,99999,1,1,1,1
49801,27020,1,1,1,1
49802,27020,1,1,1,1
49805,26340,1,1,1,1
49806,99999,1,1,1,1
49807,21540,0.877148313,0.944444444,1,0.879331683
49807,31940,0.122851687,0.055555556,0,0.120668317
49808,32100,0,0,1,1
49812,31940,1,1,1,1
49814,32100,1,1,1,1
49815,27020,1,1,1,1
49816,99999,1,1,1,1
49817,21540,0.070866142,0.555555556,0.5,0.080924855
49817,99999,0.929133858,0.444444444,0.5,0.919075145
49818,21540,1,1,1,1
49819,32100,0,0,1,1
49820,99999,1,1,1,1
49821,31940,1,1,1,1
49822,99999,1,1,1,1
49825,99999,0,0,1,1
49826,99999,1,0,0,1
49827,99999,1,1,1,1
49829,21540,1,1,1,1
49831,27020,1,1,1,1
49833,32100,1,0,1,1
49834,27020,1,1,1,1
49835,21540,1,1,1,1
49836,99999,1,1,1,1
49837,21540,1,1,1,1
49838,99999,1,1,1,1
49839,99999,0,0,1,1
49840,99999,1,1,1,1
49841,32100,1,1,1,1
49845,31940,0,0,1,1
49847,31940,1,1,1,1
49848,31940,1,1,1,1
49849,32100,1,1,1,1
49852,27020,1,1,1,1
49853,99999,1,1,1,1
49854,99999,1,1,1,1
49855,32100,1,1,1,1
49858,31940,1,1,1,1
49861,32100,0.647601476,0.741935484,1,0.653310105
49861,99999,0.352398524,0.258064516,0,0.346689895
49862,99999,1,1,1,1
49863,31940,1,1,1,1
49864,21540,1,0,0,1
49865,32100,0,0,1,1
49866,32100,1,1,1,1
49868,42300,0.000924499,0,0,0.000830795
49868,99999,0.999075501,1,1,0.999169205
49870,27020,1,1,1,1
49871,32100,0,0,1,1
49872,21540,1,1,0,1
49873,27020,0.050505051,0,1,0.06
49873,31940,0.949494949,0,0,0.94
49874,31940,1,1,1,1
49876,27020,1,1,1,1
49877,27020,0,0,1,1
49878,21540,0.96701847,0.967741935,0.214285714,0.949174079
49878,99999,0.03298153,0.032258065,0.785714286,0.050825921
49879,32100,0.998236332,0.972972973,1,0.997444634
49879,99999,0.001763668,0.027027027,0,0.002555366
49880,21540,0.755632582,0.666666667,1,0.754684838
49880,32100,0.244367418,0.333333333,0,0.245315162
49881,27020,1,1,1,1
49883,99999,1,1,1,1
49884,99999,1,1,1,1
49885,32100,0.872579001,1,1,0.874497992
49885,99999,0.127420999,0,0,0.125502008
49886,31940,1,1,1,1
49887,31940,1,1,1,1
49891,99999,1,1,1,1
49892,27020,0.861804223,0.846153846,1,0.862393968
49892,31940,0.138195777,0.153846154,0,0.137606032
49893,31940,1,1,1,1
49894,21540,1,1,1,1
49895,21540,0.325966851,0.076923077,0.225988701,0.297407913
49895,99999,0.674033149,0.923076923,0.774011299,0.702592087
49896,31940,1,1,1,1
49901,26340,1,0,1,1
49902,99999,0,0,1,1
49903,99999,0,0,1,1
49905,26340,1,1,1,1
49908,99999,1,1,1,1
49910,99999,1,1,1,1
49911,99999,1,1,1,1
49912,99999,1,1,1,1
49913,26340,1,1,1,1
49915,99999,1,0,1,1
49916,26340,1,1,1,1
49917,26340,0,0,1,1
49918,26340,1,0,1,1
49919,99999,1,0,1,1
49920,27020,0.002247191,0,0,0.002073255
49920,99999,0.997752809,1,1,0.997926745
49921,26340,1,1,1,1
49922,26340,0,0,1,1
49925,99999,1,1,1,1
49927,99999,1,0,1,1
49929,99999,0,0,1,1
49930,26340,1,1,1,1
49931,26340,1,1,1,1
49934,26340,1,0,1,1
49935,99999,1,1,1,1
49938,99999,1,1,1,1
49945,26340,1,1,1,1
49946,99999,1,1,1,1
49947,99999,1,1,1,1
49948,99999,1,1,1,1
49950,26340,1,1,1,1
49952,26340,1,1,1,1
49953,99999,1,1,1,1
49955,26340,0,0,1,1
49958,26340,0.330049261,0.296296296,0,0.32905297
49958,99999,0.669950739,0.703703704,1,0.67094703
49959,99999,1,0,1,1
49960,99999,1,1,1,1
49961,26340,1,0,1,1
49962,99999,1,1,1,1
49963,26340,1,0,1,1
49964,99999,0,0,1,1
49965,26340,1,1,1,1
49967,26340,0.257028112,0.75,0,0.260437376
49967,99999,0.742971888,0.25,1,0.739562624
49968,99999,1,1,1,1
49969,99999,1,1,1,1
49970,99999,1,1,1,1
49971,99999,1,0,1,1
50001,19780,1,1,1,1
50002,19780,0.179656539,0.111111111,0,0.175349428
50002,99999,0.820343461,0.888888889,1,0.824650572
50003,19780,1,1,1,1
50005,32260,1,1,1,1
50006,99999,1,1,1,1
50007,19780,1,1,0,1
50008,99999,1,1,1,1
50009,19780,1,1,1,1
50010,11180,1,1,1,1
50011,11180,1,1,1,1
50012,11180,1,1,1,1
50013,11180,1,1,1,1
50014,11180,0.975836285,0.809615385,0.986486486,0.97054905
50014,14340,0.024163715,0.190384615,0.013513514,0.02945095
50020,19780,0.004249292,0,0,0.004087193
50020,99999,0.995750708,1,1,0.995912807
50021,19780,1,1,1,1
50022,99999,1,1,1,1
50023,19780,1,1,1,1
50025,99999,1,1,1,1
50026,19780,0.825396825,1,1,0.831417625
50026,99999,0.174603175,0,0,0.168582375
50027,36820,0.99378882,1,1,0.994623656
50027,99999,0.00621118,0,0,0.005376344
50028,35500,1,1,1,1
50029,19780,0.989130435,1,1,0.989949749
50029,99999,0.010869565,0,0,0.010050251
50031,14340,1,1,1,1
50032,19780,1,0,1,1
50033,19780,1,1,1,1
50034,99999,1,1,1,1
50035,19780,1,1,1,1
50036,14340,0.998856126,1,1,0.99897541
50036,99999,0.001143874,0,0,0.00102459
50038,19780,1,1,1,1
50039,14340,0.02259887,0,0,0.021505376
50039,19780,0.97740113,1,1,0.978494624
50040,14340,1,1,1,1
50041,99999,1,1,1,1
50042,99999,1,1,1,1
50044,36820,0.140271493,0.125,0,0.13876652
50044,99999,0.859728507,0.875,1,0.86123348
50046,11180,0.848664688,1,1,0.852173913
50046,19780,0.151335312,0,0,0.147826087
50047,19780,1,1,1,1
50048,19780,0.766146993,0.8,1,0.769063181
50048,99999,0.233853007,0.2,0,0.230936819
50049,99999,1,1,1,1
50050,99999,1,0,1,1
50051,32260,1,1,1,1
50052,99999,1,1,1,1
50054,19780,0.001351351,0,0,0.001227747
50054,35500,0.998648649,1,1,0.998772253
50055,11180,0.784188034,1,1,0.790456432
50055,32260,0.019230769,0,0,0.018672199
50055,35500,0.196581197,0,0,0.190871369
50056,11180,1,1,1,1
50057,99999,1,1,1,1
50058,19780,0.13326226,0.026785714,0,0.11786372
50058,99999,0.86673774,0.973214286,1,0.88213628
50059,99999,1,1,1,1
50060,99999,1,1,1,1
50061,19780,1,1,1,1
50062,99999,1,1,1,1
50063,19780,1,1,1,1
50064,14340,0.070175439,0,0,0.06557377
50064,99999,0.929824561,1,1,0.93442623
50065,99999,1,1,1,1
50066,19780,1,1,1,1
50067,99999,1,1,1,1
50068,99999,1,0,1,1
50069,19780,1,1,1,1
50070,19780,0.919312169,1,0,0.920572917
50070,99999,0.080687831,0,0,0.079427083
50071,99999,1,1,1,1
50072,19780,1,1,1,1
50073,19780,1,1,1,1
50074,99999,1,1,1,1
50075,99999,1,1,1,1
50076,19780,0.002472188,0,0,0.002392344
