ZIP,CBSA,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
07544,35614,1,1,1,1
07601,35614,1,1,1,1
07602,35614,1,1,1,1
07603,35614,1,1,1,1
07604,35614,1,1,1,1
07605,35614,1,1,1,1
07606,35614,1,1,1,1
07607,35614,1,1,1,1
07608,35614,1,1,1,1
07620,35614,1,1,0,1
07621,35614,1,1,1,1
07624,35614,1,1,1,1
07626,35614,1,1,1,1
07627,35614,1,1,1,1
07628,35614,1,1,1,1
07630,35614,1,1,1,1
07631,35614,1,1,1,1
07632,35614,1,1,1,1
07640,35614,1,1,1,1
07641,35614,1,1,1,1
07642,35614,1,1,1,1
07643,35614,1,1,1,1
07644,35614,1,1,1,1
07645,35614,1,1,1,1
07646,35614,1,1,1,1
07647,35614,1,1,1,1
07648,35614,1,1,1,1
07649,35614,1,1,1,1
07650,35614,1,1,1,1
07652,35614,1,1,1,1
07653,35614,1,1,1,1
07656,35614,1,1,1,1
07657,35614,1,1,1,1
07660,35614,1,1,1,1
07661,35614,1,1,1,1
07662,35614,1,1,1,1
07663,35614,1,1,1,1
07666,35614,1,1,1,1
07670,35614,1,1,1,1
07675,35614,1,1,1,1
07676,35614,1,1,1,1
07677,35614,1,1,1,1
07699,35614,0,0,1,1
07701,35614,1,1,1,1
07702,35614,1,1,1,1
07703,35614,1,1,1,1
07704,35614,1,1,1,1
07710,35614,1,1,1,1
07711,35614,1,1,1,1
07712,35614,1,1,1,1
07716,35614,1,1,1,1
07717,35614,1,1,1,1
07718,35614,1,1,1,1
07719,35614,1,1,1,1
07720,35614,1,1,1,1
07721,35614,1,1,1,1
07722,35614,1,1,1,1
07723,35614,1,1,1,1
07724,35614,1,1,1,1
07726,35614,1,1,1,1
07727,35614,1,1,1,1
07728,35614,1,1,1,1
07730,35614,1,1,1,1
07731,35614,1,1,1,1
07732,35614,1,1,1,1
07733,35614,1,1,1,1
07734,35614,1,1,1,1
07735,35614,1,1,1,1
07737,35614,1,1,1,1
07738,35614,1,1,1,1
07739,35614,1,1,1,1
07740,35614,1,1,1,1
07746,35614,1,1,1,1
07747,35614,1,1,1,1
07748,35614,1,1,1,1
07750,35614,1,1,1,1
07751,35614,1,1,1,1
07752,35614,1,1,1,1
07753,35614,1,1,1,1
07754,35614,1,1,1,1
07755,35614,1,1,1,1
07756,35614,1,1,1,1
07757,35614,1,1,1,1
07758,35614,1,1,1,1
07760,35614,1,1,1,1
07762,35614,1,1,1,1
07763,35614,1,1,1,1
07764,35614,1,1,1,1
07765,35614,0,0,1,1
07799,35614,0,1,0,1
07801,35084,1,1,1,1
07802,35084,1,1,1,1
07803,35084,1,1,1,1
07806,35084,0,1,1,1
07820,10900,1,1,1,1
07821,10900,0.055883593,0.012779553,0.024390244,0.052754526
07821,35084,0.944116407,0.987220447,0.975609756,0.947245474
07822,35084,1,1,1,1
07823,10900,1,1,1,1
07825,10900,0.981725584,1,0.985507246,0.982564679
07825,35084,0.018274416,0,0.014492754,0.017435321
07826,35084,1,1,1,1
07827,35084,1,1,1,1
07828,35084,1,1,1,1
07830,35084,1,1,1,1
07831,35084,0,0,1,1
07832,10900,0.997905028,0.93877551,0.935483871,0.994708995
07832,35084,0.002094972,0.06122449,0.064516129,0.005291005
07833,10900,0,0,1,1
07834,35084,1,1,1,1
07836,35084,1,1,1,1
07837,35084,1,0,1,1
07838,10900,1,1,1,1
07839,35084,0,0,1,1
07840,10900,0.809107738,0.853253652,0.525,0.801032439
07840,35084,0.190892262,0.146746348,0.475,0.198967561
07842,35084,0,0,1,1
07843,35084,1,1,1,1
07844,10900,0,1,1,1
07845,35084,0,0,1,1
07846,10900,0,1,1,1
07847,35084,1,1,1,1
07848,35084,1,1,1,1
07849,35084,1,1,1,1
07850,35084,1,1,1,1
07851,35084,1,1,1,1
07852,35084,1,1,1,1
07853,35084,1,1,1,1
07855,35084,0,0,1,1
07856,35084,1,1,1,1
07857,35084,1,1,1,1
07860,10900,0.012627669,0.002103049,0.006042296,0.011467334
07860,35084,0.987372331,0.997896951,0.993957704,0.988532666
07863,10900,1,1,1,1
07865,10900,0.613861386,0.925,0.8,0.628971963
07865,35084,0.386138614,0.075,0.2,0.371028037
07866,35084,1,1,1,1
07869,35084,1,1,1,1
07870,35084,0,0,1,1
07871,35084,1,1,1,1
07874,10900,0.000255363,0,0,0.000218103
07874,35084,0.999744637,1,1,0.999781897
07875,35084,0,1,1,1
07876,35084,1,1,1,1
07877,35084,0,0,1,1
07878,35084,1,1,1,1
07879,35084,0,0,1,1
07880,10900,0,0,1,1
07882,10900,0.997530864,1,1,0.99780445
07882,35084,0.002469136,0,0,0.00219555
07885,35084,1,1,1,1
07890,35084,0,1,0,1
07901,35084,1,1,1,1
07902,35084,1,1,1,1
07920,35084,1,1,1,1
07921,35084,1,1,1,1
07922,35084,1,1,1,1
07924,35084,1,1,1,1
07926,35084,1,1,1,1
07927,35084,1,1,1,1
07928,35084,1,1,1,1
07930,35084,1,1,1,1
07931,35084,1,1,1,1
07932,35084,1,1,1,1
07933,35084,1,1,1,1
07934,35084,1,1,1,1
07935,35084,1,1,1,1
07936,35084,1,1,1,1
07938,35084,0,1,1,1
07939,35084,0,1,0,1
07940,35084,1,1,1,1
07945,35084,1,1,1,1
07946,35084,1,1,1,1
07950,35084,1,1,1,1
07960,35084,1,1,1,1
07961,35084,1,1,1,1
07962,35084,1,1,1,1
07963,35084,1,1,1,1
07970,35084,1,1,1,1
07974,35084,1,1,1,1
07976,35084,1,1,1,1
07977,35084,0,1,1,1
07978,35084,0,0,1,1
07979,35084,0,1,1,1
07980,35084,1,1,1,1
07981,35084,1,1,1,1
07999,35084,0,0,1,1
08001,48864,1,1,1,1
08002,15804,1,1,1,1
08003,15804,1,1,1,1
08004,15804,1,1,1,1
08005,35614,1,1,1,1
08006,35614,1,1,1,1
08007,15804,1,1,1,1
08008,35614,1,1,1,1
08009,15804,1,1,1,1
08010,15804,1,1,1,1
08011,15804,0,0,1,1
08012,15804,1,1,1,1
08014,15804,1,1,1,1
08015,15804,1,1,1,1
08016,15804,1,1,1,1
08018,15804,0,0,1,1
08019,15804,1,1,1,1
08020,15804,1,1,1,1
08021,15804,1,1,1,1
08022,15804,1,1,1,1
08023,48864,1,0,1,1
08025,15804,0,0,1,1
08026,15804,1,1,1,1
08027,15804,1,1,1,1
08028,15804,1,1,1,1
08029,15804,1,1,1,1
08030,15804,1,1,1,1
08031,15804,1,1,1,1
08032,15804,1,0,1,1
08033,15804,1,1,1,1
08034,15804,1,1,1,1
08035,15804,1,1,1,1
08036,15804,1,1,1,1
08037,12100,0.819670399,0.854821235,0.844827586,0.823274645
08037,15804,0.180329601,0.145178765,0.155172414,0.176725355
08038,48864,1,0,1,1
08039,15804,1,0,1,1
08041,15804,1,1,1,1
08042,15804,0,0,1,1
08043,15804,1,1,1,1
08045,15804,1,1,1,1
08046,15804,1,1,1,1
08048,15804,1,1,1,1
08049,15804,1,1,1,1
08050,35614,1,1,1,1
08051,15804,1,1,1,1
08052,15804,1,1,1,1
08053,15804,1,1,1,1
08054,15804,1,1,1,1
08055,15804,1,1,1,1
08056,15804,1,1,1,1
08057,15804,1,1,1,1
08059,15804,1,1,1,1
08060,15804,1,1,1,1
08061,15804,1,1,1,1
08062,15804,1,1,1,1
08063,15804,1,1,1,1
08064,15804,0,0,1,1
08065,15804,1,1,1,1
08066,15804,1,1,1,1
08067,48864,1,1,1,1
08068,15804,1,1,1,1
08069,48864,1,1,1,1
08070,48864,1,1,1,1
08071,15804,1,1,1,1
08072,48864,0,0,1,1
08073,15804,1,1,1,1
08074,15804,0,0,1,1
08075,15804,1,1,1,1
08077,15804,1,1,1,1
08078,15804,1,1,1,1
08079,48864,1,1,1,1
08080,15804,1,1,1,1
08081,15804,1,1,1,1
08083,15804,1,1,1,1
08084,15804,1,1,1,1
08085,15804,0.996342738,0.998463902,1,0.996552954
08085,48864,0.003657262,0.001536098,0,0.003447046
08086,15804,1,1,1,1
08087,15804,0.033741656,0.070909091,0.02173913,0.035096322
08087,35614,0.966258344,0.929090909,0.97826087,0.964903678
08088,15804,1,1,1,1
08089,15804,1,1,1,1
08090,15804,1,1,1,1
08091,15804,1,1,1,1
08092,35614,1,1,1,1
08093,15804,1,1,1,1
08094,12100,0.073968352,0.054448871,0.038461538,0.072779605
08094,15804,0.926031648,0.945551129,0.961538462,0.927220395
08095,15804,0,0,1,1
08096,15804,1,1,1,1
08097,15804,1,1,1,1
08098,15804,0.00231899,0,0.030769231,0.002624672
08098,48864,0.99768101,1,0.969230769,0.997375328
08099,15804,1,1,1,1
08101,15804,1,1,1,1
08102,15804,1,1,1,1
08103,15804,1,1,1,1
08104,15804,1,1,1,1
08105,15804,1,1,1,1
08106,15804,1,1,1,1
08107,15804,1,1,1,1
08108,15804,1,1,1,1
08109,15804,1,1,1,1
08110,15804,1,1,1,1
08201,12100,1,1,1,1
08202,36140,1,1,1,1
08203,12100,1,1,1,1
08204,36140,1,1,1,1
08205,12100,1,1,1,1
08210,36140,1,1,1,1
08212,36140,1,0,1,1
08213,12100,0,0,1,1
08214,36140,1,0,1,1
08215,12100,0.933507398,0.95443038,0.950980392,0.93511695
08215,15804,0.066492602,0.04556962,0.049019608,0.06488305
08217,12100,0,0,1,1
08218,36140,0,0,1,1
08219,36140,1,1,1,1
08220,12100,0,0,1,1
08221,12100,1,1,1,1
08223,36140,1,1,1,1
08224,15804,0,0,1,1
08225,12100,1,1,1,1
08226,36140,1,1,1,1
08230,36140,1,1,1,1
08231,12100,1,1,1,1
08232,12100,1,1,1,1
08234,12100,1,1,1,1
08240,12100,1,1,1,1
08241,12100,1,1,1,1
08242,36140,1,1,1,1
08243,36140,1,1,1,1
08244,12100,1,1,1,1
08245,36140,1,0,1,1
08246,36140,0,0,1,1
08247,36140,1,1,1,1
08248,36140,0,0,1,1
08250,36140,1,0,1,1
08251,36140,1,1,1,1
08252,36140,0,0,1,1
08260,36140,1,1,1,1
08270,12100,0.090188305,0.112745098,0,0.091358025
08270,36140,0.909150975,0.887254902,1,0.908024691
08270,47220,0.00066072,0,0,0.000617284
08302,47220,0.957500954,0.987261146,1,0.95987055
08302,48864,0.042499046,0.012738854,0,0.04012945
08310,12100,0.996662959,1,1,0.996852046
08310,47220,0.003337041,0,0,0.003147954
08311,47220,1,1,1,1
08312,15804,1,1,1,1
08313,47220,0,0,1,1
08314,47220,1,1,1,1
08315,47220,0,0,1,1
08316,47220,0,0,1,1
08317,12100,1,1,1,1
08318,47220,0.024415477,0.014563107,0,0.023870586
08318,48864,0.975584523,0.985436893,1,0.976129414
08319,12100,1,1,1,1
08320,47220,0,0,1,1
08321,47220,0,0,1,1
08322,15804,1,1,1,1
08323,47220,1,1,1,1
08324,47220,1,1,1,1
08326,12100,1,1,1,1
08327,47220,1,1,1,1
08328,15804,1,1,1,1
08329,47220,0,0,1,1
08330,12100,1,1,1,1
08332,47220,1,1,1,1
08340,12100,0.717868339,0.625,1,0.716463415
08340,47220,0.282131661,0.375,0,0.283536585
08341,12100,1,1,1,1
08342,12100,0,0,1,1
08343,15804,0.645652174,0.470588235,0.75,0.64116095
08343,48864,0.354347826,0.529411765,0.25,0.35883905
08344,12100,0.027072758,0,0,0.025879499
08344,15804,0.697546531,0.802325581,0.565217391,0.699959563
08344,47220,0.193316413,0.11627907,0.260869565,0.191265669
08344,48864,0.082064298,0.081395349,0.173913043,0.082895269
08345,47220,1,1,1,1
08346,12100,1,0,1,1
08347,48864,1,1,1,1
08348,47220,1,0,1,1
08349,47220,1,1,1,1
08350,12100,1,1,1,1
08352,47220,1,1,1,1
08353,47220,1,1,1,1
08360,12100,0.057467101,0.03364486,0.022770398,0.053865752
08360,15804,0.026318967,0.013551402,0,0.024177195
08360,47220,0.916213932,0.952803738,0.977229602,0.921957053
08361,12100,0.000564175,0,0,0.000538213
08361,47220,0.999435825,1,1,0.999461787
08362,47220,1,1,1,1
08401,12100,1,1,1,1
08402,12100,1,1,1,1
08403,12100,1,1,1,1
08404,12100,1,1,1,1
08405,12100,0,1,0,1
08406,12100,1,1,1,1
08501,15804,0.048529933,0,0,0.044222079
08501,35614,0.901523202,0.991803279,1,0.909619109
08501,45940,0.049946865,0.008196721,0,0.046158812
08502,35084,1,1,1,1
08504,35084,0,0,1,1
08505,15804,1,1,1,1
08510,35614,1,1,1,1
08511,15804,1,1,1,1
08512,35614,0.570291777,0.921828909,0.880952381,0.622732769
08512,45940,0.429708223,0.078171091,0.119047619,0.377267231
08514,35614,1,1,1,1
08515,15804,1,1,1,1
08518,15804,1,1,1,1
08520,35614,8.22301E-05,0,0,7.32654E-05
08520,45940,0.99991777,1,1,0.999926735
08525,35084,0.110884631,0.016393443,0.041666667,0.099429793
08525,45940,0.889115369,0.983606557,0.958333333,0.900570207
08527,35614,1,1,1,1
08528,35084,1,1,1,1
08530,35084,0.93951947,0.987623762,1,0.946615825
08530,45940,0.06048053,0.012376238,0,0.053384175
08533,35614,1,1,1,1
08534,45940,1,1,1,1
08535,35614,1,1,1,1
08536,35614,1,1,1,1
08540,35084,0.153899425,0.166420483,0.046511628,0.151855651
08540,35614,0.156616237,0.203348104,0.128682171,0.160201417
08540,45940,0.689484338,0.630231413,0.824806202,0.687942932
08542,45940,1,1,1,1
08543,45940,1,1,1,1
08544,45940,1,1,0,1
08550,45940,1,1,1,1
08551,35084,1,1,1,1
08553,35084,1,1,1,1
08554,15804,1,1,1,1
08555,35614,1,0,1,1
08556,35084,1,1,1,1
08557,35084,0,0,1,1
08558,35084,0.991084695,1,1,0.992092257
08558,45940,0.008915305,0,0,0.007907743
08559,35084,1,1,1,1
08560,35084,0.001417434,0,0,0.001380262
08560,45940,0.998582566,1,1,0.998619738
08561,45940,0,1,1,1
08562,15804,0.997676445,1,1,0.997886394
08562,35614,0.002323555,0,0,0.002113606
08601,45940,1,1,1,1
08602,45940,1,1,1,1
08603,45940,1,1,1,1
08604,45940,1,1,1,1
08605,45940,1,1,1,1
08606,45940,1,1,1,1
08607,45940,1,1,1,1
08608,45940,1,1,1,1
08609,45940,1,1,1,1
08610,15804,0.011822509,0.001360544,0,0.010987453
08610,45940,0.988177491,0.998639456,1,0.989012547
08611,45940,1,1,1,1
08618,45940,1,1,1,1
08619,45940,1,1,1,1
08620,15804,0.124492846,0.102150538,0.136986301,0.123836503
08620,35614,0.000213538,0,0,0.000202347
08620,45940,0.875293615,0.897849462,0.863013699,0.875961149
08628,45940,1,1,1,1
08629,45940,1,1,1,1
08638,45940,1,1,1,1
08640,15804,1,1,1,1
08641,15804,1,1,1,1
08648,45940,1,1,1,1
08650,45940,1,1,1,1
08690,45940,1,1,1,1
08691,35614,0.013933895,0.003164557,0,0.012638231
08691,45940,0.986066105,0.996835443,1,0.987361769
08701,35614,1,1,1,1
08720,35614,1,1,1,1
08721,35614,1,1,1,1
08722,35614,1,1,1,1
08723,35614,1,1,1,1
08724,35614,1,1,1,1
08730,35614,1,1,1,1
08731,35614,1,1,1,1
08732,35614,1,1,1,1
08733,35614,1,1,1,1
08734,35614,1,1,1,1
08735,35614,1,1,1,1
08736,35614,1,1,1,1
08738,35614,1,1,1,1
08739,35614,1,1,1,1
08740,35614,1,0,1,1
08741,35614,1,1,1,1
08742,35614,1,1,1,1
08750,35614,1,1,1,1
08751,35614,1,1,1,1
08752,35614,1,1,1,1
08753,35614,1,1,1,1
08754,35614,1,1,1,1
08755,35614,1,1,1,1
08757,35614,1,1,1,1
08758,35614,1,1,1,1
08759,35614,1,1,1,1
08801,35084,1,1,1,1
08802,10900,0.302931596,0.126984127,0,0.294887781
08802,35084,0.697068404,0.873015873,1,0.705112219
08803,35084,0,1,0,1
08804,10900,0.284722222,0.358974359,0,0.286192469
08804,35084,0.715277778,0.641025641,1,0.713807531
08805,35084,1,0.998402556,1,0.999835796
08805,35614,0,0.001597444,0,0.000164204
08807,35084,1,1,1,1
08808,10900,0,1,0,1
08809,35084,1,1,1,1
08810,35614,1,1,1,1
08812,35084,0.432067202,0.482432432,0.268156425,0.433307271
08812,35614,0.567932798,0.517567568,0.731843575,0.566692729
08816,35614,1,1,1,1
08817,35614,1,1,1,1
08818,35614,1,1,1,1
08820,35084,0.000733999,0,0,0.000674491
08820,35614,0.999266001,1,1,0.999325509
08821,35084,0,1,1,1
08822,35084,1,1,1,1
08823,35084,1,1,1,1
08824,35614,1,1,1,1
08825,35084,1,1,1,1
08826,35084,1,1,1,1
08827,10900,0.060810811,0.163265306,0.012738854,0.064423077
08827,35084,0.939189189,0.836734694,0.987261146,0.935576923
08828,35614,1,1,1,1
08829,35084,1,1,1,1
08830,35614,1,1,1,1
08831,35614,1,1,1,1
08832,35614,1,1,1,1
08833,35084,1,1,1,1
08835,35084,1,1,1,1
08836,35084,1,1,1,1
08837,35614,1,1,1,1
08840,35614,1,1,1,1
08844,35084,1,1,1,1
08846,35614,1,1,1,1
08848,35084,1,1,1,1
08850,35614,1,1,1,1
08852,35614,1,1,1,1
08853,35084,1,1,1,1
08854,35084,7.46854E-05,0,0,6.84065E-05
08854,35614,0.999925315,1,1,0.999931594
08855,35614,1,1,1,1
08857,35614,1,1,1,1
08858,35084,1,1,1,1
08859,35614,1,1,1,1
08861,35614,1,1,1,1
08862,35614,1,1,1,1
08863,35614,1,1,1,1
08865,10900,1,1,1,1
08867,35084,1,1,1,1
08868,35084,0,0,1,1
08869,35084,1,1,1,1
08870,35084,0,0,1,1
08872,35614,1,1,1,1
08873,35084,1,1,1,1
08875,35084,1,1,1,1
08876,35084,1,1,1,1
08879,35614,1,1,1,1
08880,35084,1,1,1,1
08882,35614,1,1,1,1
08884,35614,1,1,1,1
08885,35084,0,0,1,1
08886,10900,1,1,1,1
08887,35084,1,1,0,1
08888,35084,1,1,1,1
08889,35084,1,1,1,1
08899,35614,0,1,0,1
08901,35614,1,1,1,1
08902,35614,1,1,1,1
08903,35614,1,1,1,1
08904,35614,1,1,1,1
08906,35614,1,1,1,1
08933,35614,0,1,0,1
10001,35614,1,1,1,1
10002,35614,1,1,1,1
10003,35614,1,1,1,1
10004,35614,1,1,1,1
10005,35614,1,1,1,1
10006,35614,1,1,1,1
10007,35614,1,1,1,1
10008,35614,1,1,1,1
10009,35614,1,1,1,1
10010,35614,1,1,1,1
10011,35614,1,1,1,1
10012,35614,1,1,1,1
10013,35614,1,1,1,1
10014,35614,1,1,1,1
10016,35614,1,1,1,1
10017,35614,1,1,1,1
10018,35614,1,1,1,1
10019,35614,1,1,1,1
10020,35614,0,1,1,1
10021,35614,1,1,1,1
10022,35614,1,1,1,1
10023,35614,1,1,1,1
10024,35614,1,1,1,1
10025,35614,1,1,1,1
10026,35614,1,1,1,1
10027,35614,1,1,1,1
10028,35614,1,1,1,1
10029,35614,1,1,1,1
10030,35614,1,1,1,1
10031,35614,1,1,1,1
10032,35614,1,1,1,1
10033,35614,1,1,1,1
10034,35614,1,1,1,1
10035,35614,1,1,1,1
10036,35614,1,1,1,1
10037,35614,1,1,1,1
10038,35614,1,1,1,1
10039,35614,1,1,1,1
10040,35614,1,1,1,1
10041,35614,0,1,1,1
10043,35614,0,1,1,1
10044,35614,1,1,1,1
10045,35614,0,1,1,1
10055,35614,0,1,1,1
10060,35614,0,0,1,1
10065,35614,1,1,1,1
10069,35614,1,1,1,1
10075,35614,1,1,1,1
10080,35614,0,1,1,1
10081,35614,0,1,1,1
10090,35614,0,0,1,1
10101,35614,1,1,1,1
10103,35614,0,1,1,1
10104,35614,0,1,1,1
10105,35614,0,1,1,1
10106,35614,0,1,1,1
10107,35614,0,1,1,1
10108,35614,1,1,1,1
10110,35614,0,1,1,1
10111,35614,0,1,1,1
10112,35614,0,1,1,1
10113,35614,1,1,1,1
10115,35614,0,1,1,1
10116,35614,1,1,1,1
10117,35614,0,0,1,1
10118,35614,0,1,1,1
10119,35614,0,1,1,1
10120,35614,0,1,1,1
10121,35614,0,1,1,1
10122,35614,0,1,1,1
10123,35614,0,1,1,1
10124,35614,0,0,1,1
10125,35614,0,0,1,1
10126,35614,0,0,1,1
10128,35614,1,1,1,1
10129,35614,1,1,1,1
10130,35614,0,0,1,1
10131,35614,0,0,1,1
10133,35614,0,0,1,1
10138,35614,0,0,1,1
10150,35614,1,1,1,1
10151,35614,0,1,1,1
10152,35614,0,1,1,1
10153,35614,0,1,1,1
10154,35614,0,1,1,1
10155,35614,0,1,1,1
10156,35614,1,1,1,1
10157,35614,0,0,1,1
10158,35614,0,1,1,1
10159,35614,1,1,1,1
10160,35614,0,0,1,1
10162,35614,1,1,1,1
10163,35614,1,1,1,1
10164,35614,0,0,1,1
10165,35614,0,1,1,1
10166,35614,0,1,1,1
10167,35614,0,1,1,1
10168,35614,0,1,1,1
10169,35614,0,1,1,1
10170,35614,0,1,1,1
10171,35614,0,1,1,1
10172,35614,0,1,1,1
10173,35614,0,1,1,1
10174,35614,0,1,1,1
10175,35614,0,1,1,1
10176,35614,0,1,1,1
10177,35614,0,1,1,1
10178,35614,0,1,1,1
10179,35614,0,1,1,1
10185,35614,1,1,1,1
10199,35614,0,1,1,1
10203,35614,0,0,1,1
10211,35614,0,0,1,1
10212,35614,0,0,1,1
10213,35614,0,0,1,1
10257,35614,0,0,1,1
10258,35614,0,0,1,1
10260,35614,0,1,1,1
10265,35614,0,0,1,1
10268,35614,1,1,1,1
10269,35614,0,0,1,1
10270,35614,0,1,1,1
10271,35614,0,1,1,1
10272,35614,1,1,1,1
10274,35614,1,1,1,1
10275,35614,0,0,1,1
10276,35614,1,1,1,1
10277,35614,0,0,1,1
10278,35614,0,1,1,1
10279,35614,0,1,1,1
10280,35614,1,1,1,1
10281,35614,0,1,1,1
10282,35614,1,1,1,1
10285,35614,0,1,1,1
10301,35614,1,1,1,1
10302,35614,1,1,1,1
10303,35614,1,1,1,1
10304,35614,1,1,1,1
10305,35614,1,1,1,1
10306,35614,1,1,1,1
10307,35614,1,1,1,1
10308,35614,1,1,1,1
10309,35614,1,1,1,1
10310,35614,1,1,1,1
10311,35614,0,1,1,1
10312,35614,1,1,1,1
10313,35614,1,1,1,1
10314,35614,1,1,1,1
10451,35614,1,1,1,1
10452,35614,1,1,1,1
10453,35614,1,1,1,1
10454,35614,1,1,1,1
10455,35614,1,1,1,1
10456,35614,1,1,1,1
10457,35614,1,1,1,1
10458,35614,1,1,1,1
10459,35614,1,1,1,1
10460,35614,1,1,1,1
10461,35614,1,1,1,1
10462,35614,1,1,1,1
10463,35614,1,1,1,1
10464,35614,1,1,1,1
10465,35614,1,1,1,1
10466,35614,1,1,1,1
10467,35614,1,1,1,1
10468,35614,1,1,1,1
10469,35614,1,1,1,1
10470,35614,1,1,1,1
10471,35614,1,1,1,1
10472,35614,1,1,1,1
10473,35614,1,1,1,1
10474,35614,1,1,1,1
10475,35614,1,1,1,1
10501,35614,1,1,1,1
10502,35614,1,1,1,1
10503,35614,0,0,1,1
10504,35614,1,1,1,1
10505,35614,1,1,1,1
10506,35614,1,1,1,1
10507,35614,1,1,1,1
10509,20524,0.991792554,0.998349835,1,0.992877922
10509,35614,0.008207446,0.001650165,0,0.007122078
10510,35614,1,1,1,1
10511,35614,1,1,1,1
10512,20524,1,1,1,1
10514,35614,1,1,1,1
10516,20524,1,1,1,1
10517,35614,1,1,1,1
10518,35614,1,1,1,1
10519,35614,1,1,1,1
10520,35614,1,1,1,1
10522,35614,1,1,1,1
10523,35614,1,1,1,1
10524,20524,1,1,1,1
10526,35614,1,1,1,1
10527,35614,1,1,1,1
10528,35614,1,1,1,1
10530,35614,1,1,1,1
10532,35614,1,1,1,1
10533,35614,1,1,1,1
10535,35614,1,1,1,1
10536,35614,1,1,1,1
10537,20524,0.925628141,1,0.896551724,0.925024343
10537,35614,0.074371859,0,0.103448276,0.074975657
10538,35614,1,1,1,1
10540,35614,1,1,1,1
10541,20524,0.968932822,1,1,0.971781951
10541,35614,0.031067178,0,0,0.028218049
10542,20524,1,1,1,1
10543,35614,1,1,1,1
10545,35614,0,0,1,1
10546,35614,1,1,1,1
10547,35614,1,1,1,1
10548,35614,1,1,1,1
10549,35614,1,1,1,1
10550,35614,1,1,1,1
10551,35614,1,1,1,1
10552,35614,1,1,1,1
10553,35614,1,1,1,1
10560,35614,1,1,1,1
10562,35614,1,1,1,1
10566,35614,1,1,1,1
10567,35614,1,1,1,1
10570,35614,1,1,1,1
10573,35614,1,1,1,1
10576,35614,1,1,1,1
10577,35614,1,1,1,1
10578,35614,1,1,1,1
10579,20524,1,1,1,1
10580,35614,1,1,1,1
10583,35614,1,1,1,1
10587,35614,1,1,1,1
10588,35614,1,1,1,1
10589,35614,1,1,1,1
10590,35614,1,1,1,1
10591,35614,1,1,1,1
10594,35614,1,1,1,1
10595,35614,1,1,1,1
10596,35614,1,0,1,1
10597,35614,1,1,1,1
10598,35614,1,1,1,1
10601,35614,1,1,1,1
10602,35614,1,1,1,1
10603,35614,1,1,1,1
10604,35614,1,1,1,1
10605,35614,1,1,1,1
10606,35614,1,1,1,1
10607,35614,1,1,1,1
10610,35614,0,1,0,1
10701,35614,1,1,1,1
10702,35614,1,1,1,1
10703,35614,1,1,1,1
10704,35614,1,1,1,1
10705,35614,1,1,1,1
10706,35614,1,1,1,1
10707,35614,1,1,1,1
10708,35614,1,1,1,1
10709,35614,1,1,1,1
10710,35614,1,1,1,1
10801,35614,1,1,1,1
10802,35614,1,1,1,1
10803,35614,1,1,1,1
10804,35614,1,1,1,1
10805,35614,1,1,1,1
10901,35614,1,1,1,1
10910,35614,0,0,1,1
10911,35614,1,0,1,1
10912,35614,0,0,1,1
10913,35614,1,1,1,1
10914,35614,1,0,1,1
10915,35614,0,0,1,1
10916,35614,1,1,1,1
10917,35614,1,1,1,1
10918,35614,1,1,1,1
10919,35614,1,1,1,1
10920,35614,1,1,1,1
10921,35614,1,1,1,1
10922,35614,1,1,1,1
10923,35614,1,1,1,1
10924,35614,1,1,1,1
10925,35614,1,1,1,1
10926,35614,1,1,1,1
10927,35614,1,1,1,1
10928,35614,1,1,1,1
10930,35614,1,1,1,1
10931,35614,1,1,1,1
10932,35614,0,0,1,1
10933,35614,1,0,1,1
10940,35614,0.982026298,0.999143469,1,0.984287595
10940,99999,0.017973702,0.000856531,0,0.015712405
10941,35614,1,1,1,1
10949,35614,1,1,1,1
10950,35614,1,1,1,1
10952,35614,1,1,1,1
10953,35614,1,0,1,1
10954,35614,1,1,1,1
10956,35614,1,1,1,1
10958,35614,1,1,1,1
10959,35614,0,0,1,1
10960,35614,1,1,1,1
10962,35614,1,1,1,1
10963,35614,1,1,1,1
10964,35614,1,1,1,1
10965,35614,1,1,1,1
10968,35614,1,1,1,1
10969,35614,1,1,1,1
10970,35614,1,1,1,1
10973,35614,1,1,1,1
10974,35614,1,1,1,1
10975,35614,1,1,1,1
10976,35614,1,1,1,1
10977,35614,1,1,1,1
10979,35614,0,0,1,1
10980,35614,1,1,1,1
10981,35614,1,1,1,1
10982,35614,1,1,1,1
10983,35614,1,1,1,1
10984,35614,1,1,1,1
10985,35614,1,0,1,1
10986,35614,1,1,1,1
10987,35614,1,1,1,1
10988,35614,1,0,1,1
10989,35614,1,1,1,1
10990,35614,1,1,1,1
10992,35614,1,1,1,1
10993,35614,1,1,1,1
10994,35614,1,1,1,1
10996,35614,1,1,1,1
10998,35614,1,1,1,1
11001,35004,0.838122496,0.97705803,0.976303318,0.851760091
11001,35614,0.161877504,0.02294197,0.023696682,0.148239909
11002,35004,1,1,1,1
11003,35004,0.994823921,1,1,0.99526347
11003,35614,0.005176079,0,0,0.00473653
11004,35614,1,1,1,1
11005,35614,1,1,1,1
11010,35004,1,1,1,1
11020,35004,0.992063492,1,1,0.992236778
11020,35614,0.007936508,0,0,0.007763222
11021,35004,1,1,1,1
11022,35004,1,1,1,1
