,Location,CBSA,yr,qtr,index,stdev
6278,"Bismarck, ND",13900,1999,4,116.34,-1.73
6279,"Bismarck, ND",13900,2000,1,119.84,-1.83
6280,"Bismarck, ND",13900,2000,2,118.45,-1.68
6281,"Bismarck, ND",13900,2000,3,119.12,-1.62
6282,"Bismarck, ND",13900,2000,4,122.23,-1.67
6283,"Bismarck, ND",13900,2001,1,124.47,-1.63
6284,"Bismarck, ND",13900,2001,2,125.05,-1.61
6285,"Bismarck, ND",13900,2001,3,125.94,-1.62
6286,"Bismarck, ND",13900,2001,4,127.18,-1.6
6287,"Bismarck, ND",13900,2002,1,128.28,-1.65
6288,"Bismarck, ND",13900,2002,2,131.02,-1.69
6289,"Bismarck, ND",13900,2002,3,133.35,-1.69
6290,"Bismarck, ND",13900,2002,4,134.95,-1.69
6291,"Bismarck, ND",13900,2003,1,135.61,-1.71
6292,"Bismarck, ND",13900,2003,2,137.04,-1.72
6293,"Bismarck, ND",13900,2003,3,139.29,-1.75
6294,"Bismarck, ND",13900,2003,4,139.44,-1.87
6295,"Bismarck, ND",13900,2004,1,142.16,-1.9
6296,"Bismarck, ND",13900,2004,2,144.56,-1.9
6297,"Bismarck, ND",13900,2004,3,148.87,-1.99
6298,"Bismarck, ND",13900,2004,4,151.01,-2.04
6299,"Bismarck, ND",13900,2005,1,151.76,-2.07
6300,"Bismarck, ND",13900,2005,2,156.98,-2.1
6301,"Bismarck, ND",13900,2005,3,162.06,-2.15
6302,"Bismarck, ND",13900,2005,4,163.23,-2.24
6303,"Bismarck, ND",13900,2006,1,165.4,-2.29
6304,"Bismarck, ND",13900,2006,2,170.51,-2.32
6305,"Bismarck, ND",13900,2006,3,174.78,-2.37
6306,"Bismarck, ND",13900,2006,4,174.77,-2.38
6307,"Bismarck, ND",13900,2007,1,179.49,-2.42
6308,"Bismarck, ND",13900,2007,2,181.93,-2.41
6309,"Bismarck, ND",13900,2007,3,184.3,-2.43
6310,"Bismarck, ND",13900,2007,4,185.34,-2.45
6311,"Bismarck, ND",13900,2008,1,188.77,-2.46
6312,"Bismarck, ND",13900,2008,2,187.98,-2.46
6313,"Bismarck, ND",13900,2008,3,187.08,-2.5
6314,"Bismarck, ND",13900,2008,4,189.49,-2.51
6315,"Bismarck, ND",13900,2009,1,188.84,-2.4
6316,"Bismarck, ND",13900,2009,2,188.98,-2.42
6317,"Bismarck, ND",13900,2009,3,188.53,-2.51
6318,"Bismarck, ND",13900,2009,4,189.3,-2.51
6319,"Bismarck, ND",13900,2010,1,189.8,-2.54
6320,"Bismarck, ND",13900,2010,2,189.94,-2.5
6321,"Bismarck, ND",13900,2010,3,190.89,-2.46
6322,"Bismarck, ND",13900,2010,4,192.57,-2.47
6323,"Bismarck, ND",13900,2011,1,194.92,-2.61
6324,"Bismarck, ND",13900,2011,2,198.8,-2.67
6325,"Bismarck, ND",13900,2011,3,201.55,-2.68
6326,"Bismarck, ND",13900,2011,4,201.5,-2.63
6327,"Bismarck, ND",13900,2012,1,204.77,-2.67
6328,"Bismarck, ND",13900,2012,2,212.24,-2.81
6329,"Bismarck, ND",13900,2012,3,218.74,-2.86
6330,"Bismarck, ND",13900,2012,4,229.59,-2.98
6331,"Bismarck, ND",13900,2013,1,231.1,-3.02
6332,"Bismarck, ND",13900,2013,2,241.95,-3.19
6333,"Bismarck, ND",13900,2013,3,250.53,-3.38
6334,"Bismarck, ND",13900,2013,4,255.05,-3.48
6335,"Bismarck, ND",13900,2014,1,257.78,-3.58
6336,"Bismarck, ND",13900,2014,2,261.13,-3.56
6337,"Bismarck, ND",13900,2014,3,267.92,-3.67
6338,"Bismarck, ND",13900,2014,4,271.3,-3.77
6339,"Bismarck, ND",13900,2015,1,274.72,-3.73
6340,"Bismarck, ND",13900,2015,2,276.65,-3.76
6341,"Bismarck, ND",13900,2015,3,281.53,-4
6342,"Bismarck, ND",13900,2015,4,287.31,-4.12
6343,"Bismarck, ND",13900,2016,1,281.89,-4.12
6344,"Bismarck, ND",13900,2016,2,280.44,-3.97
6345,"Bismarck, ND",13900,2016,3,285.17,-4.05
6346,"Blacksburg-Christiansburg-Radford, VA",13980,1975,1,-,-
6347,"Blacksburg-Christiansburg-Radford, VA",13980,1975,2,-,-
6348,"Blacksburg-Christiansburg-Radford, VA",13980,1975,3,-,-
6349,"Blacksburg-Christiansburg-Radford, VA",13980,1975,4,-,-
6350,"Blacksburg-Christiansburg-Radford, VA",13980,1976,1,-,-
6351,"Blacksburg-Christiansburg-Radford, VA",13980,1976,2,-,-
6352,"Blacksburg-Christiansburg-Radford, VA",13980,1976,3,-,-
6353,"Blacksburg-Christiansburg-Radford, VA",13980,1976,4,-,-
6354,"Blacksburg-Christiansburg-Radford, VA",13980,1977,1,-,-
6355,"Blacksburg-Christiansburg-Radford, VA",13980,1977,2,-,-
6356,"Blacksburg-Christiansburg-Radford, VA",13980,1977,3,-,-
6357,"Blacksburg-Christiansburg-Radford, VA",13980,1977,4,-,-
6358,"Blacksburg-Christiansburg-Radford, VA",13980,1978,1,-,-
6359,"Blacksburg-Christiansburg-Radford, VA",13980,1978,2,-,-
6360,"Blacksburg-Christiansburg-Radford, VA",13980,1978,3,-,-
6361,"Blacksburg-Christiansburg-Radford, VA",13980,1978,4,-,-
6362,"Blacksburg-Christiansburg-Radford, VA",13980,1979,1,-,-
6363,"Blacksburg-Christiansburg-Radford, VA",13980,1979,2,-,-
6364,"Blacksburg-Christiansburg-Radford, VA",13980,1979,3,-,-
6365,"Blacksburg-Christiansburg-Radford, VA",13980,1979,4,-,-
6366,"Blacksburg-Christiansburg-Radford, VA",13980,1980,1,-,-
6367,"Blacksburg-Christiansburg-Radford, VA",13980,1980,2,-,-
6368,"Blacksburg-Christiansburg-Radford, VA",13980,1980,3,-,-
6369,"Blacksburg-Christiansburg-Radford, VA",13980,1980,4,-,-
6370,"Blacksburg-Christiansburg-Radford, VA",13980,1981,1,-,-
6371,"Blacksburg-Christiansburg-Radford, VA",13980,1981,2,-,-
6372,"Blacksburg-Christiansburg-Radford, VA",13980,1981,3,-,-
6373,"Blacksburg-Christiansburg-Radford, VA",13980,1981,4,-,-
6374,"Blacksburg-Christiansburg-Radford, VA",13980,1982,1,-,-
6375,"Blacksburg-Christiansburg-Radford, VA",13980,1982,2,-,-
6376,"Blacksburg-Christiansburg-Radford, VA",13980,1982,3,-,-
6377,"Blacksburg-Christiansburg-Radford, VA",13980,1982,4,-,-
6378,"Blacksburg-Christiansburg-Radford, VA",13980,1983,1,-,-
6379,"Blacksburg-Christiansburg-Radford, VA",13980,1983,2,-,-
6380,"Blacksburg-Christiansburg-Radford, VA",13980,1983,3,-,-
6381,"Blacksburg-Christiansburg-Radford, VA",13980,1983,4,-,-
6382,"Blacksburg-Christiansburg-Radford, VA",13980,1984,1,-,-
6383,"Blacksburg-Christiansburg-Radford, VA",13980,1984,2,-,-
6384,"Blacksburg-Christiansburg-Radford, VA",13980,1984,3,-,-
6385,"Blacksburg-Christiansburg-Radford, VA",13980,1984,4,-,-
6386,"Blacksburg-Christiansburg-Radford, VA",13980,1985,1,-,-
6387,"Blacksburg-Christiansburg-Radford, VA",13980,1985,2,-,-
6388,"Blacksburg-Christiansburg-Radford, VA",13980,1985,3,-,-
6389,"Blacksburg-Christiansburg-Radford, VA",13980,1985,4,-,-
6390,"Blacksburg-Christiansburg-Radford, VA",13980,1986,1,-,-
6391,"Blacksburg-Christiansburg-Radford, VA",13980,1986,2,-,-
6392,"Blacksburg-Christiansburg-Radford, VA",13980,1986,3,-,-
6393,"Blacksburg-Christiansburg-Radford, VA",13980,1986,4,-,-
6394,"Blacksburg-Christiansburg-Radford, VA",13980,1987,1,-,-
6395,"Blacksburg-Christiansburg-Radford, VA",13980,1987,2,-,-
6396,"Blacksburg-Christiansburg-Radford, VA",13980,1987,3,-,-
6397,"Blacksburg-Christiansburg-Radford, VA",13980,1987,4,81.02,-2.11
6398,"Blacksburg-Christiansburg-Radford, VA",13980,1988,1,79.41,-2.76
6399,"Blacksburg-Christiansburg-Radford, VA",13980,1988,2,79.16,-1.76
6400,"Blacksburg-Christiansburg-Radford, VA",13980,1988,3,81.33,-2.08
6401,"Blacksburg-Christiansburg-Radford, VA",13980,1988,4,81.6,-1.93
6402,"Blacksburg-Christiansburg-Radford, VA",13980,1989,1,80.62,-2.36
6403,"Blacksburg-Christiansburg-Radford, VA",13980,1989,2,80.87,-1.72
6404,"Blacksburg-Christiansburg-Radford, VA",13980,1989,3,83.64,-1.53
6405,"Blacksburg-Christiansburg-Radford, VA",13980,1989,4,83.56,-1.73
6406,"Blacksburg-Christiansburg-Radford, VA",13980,1990,1,86.21,-1.87
6407,"Blacksburg-Christiansburg-Radford, VA",13980,1990,2,85.2,-1.73
6408,"Blacksburg-Christiansburg-Radford, VA",13980,1990,3,84.68,-1.51
6409,"Blacksburg-Christiansburg-Radford, VA",13980,1990,4,83.59,-1.58
6410,"Blacksburg-Christiansburg-Radford, VA",13980,1991,1,84.78,-1.53
6411,"Blacksburg-Christiansburg-Radford, VA",13980,1991,2,84.39,-1.35
6412,"Blacksburg-Christiansburg-Radford, VA",13980,1991,3,85.7,-1.36
6413,"Blacksburg-Christiansburg-Radford, VA",13980,1991,4,86.68,-1.4
6414,"Blacksburg-Christiansburg-Radford, VA",13980,1992,1,87.46,-1.29
6415,"Blacksburg-Christiansburg-Radford, VA",13980,1992,2,87.96,-1.28
6416,"Blacksburg-Christiansburg-Radford, VA",13980,1992,3,89.16,-1.29
6417,"Blacksburg-Christiansburg-Radford, VA",13980,1992,4,90.97,-1.32
6418,"Blacksburg-Christiansburg-Radford, VA",13980,1993,1,91.19,-1.39
6419,"Blacksburg-Christiansburg-Radford, VA",13980,1993,2,91.48,-1.32
6420,"Blacksburg-Christiansburg-Radford, VA",13980,1993,3,93,-1.33
6421,"Blacksburg-Christiansburg-Radford, VA",13980,1993,4,93.67,-1.31
6422,"Blacksburg-Christiansburg-Radford, VA",13980,1994,1,92.7,-1.49
6423,"Blacksburg-Christiansburg-Radford, VA",13980,1994,2,95.56,-1.52
6424,"Blacksburg-Christiansburg-Radford, VA",13980,1994,3,95.25,-1.57
6425,"Blacksburg-Christiansburg-Radford, VA",13980,1994,4,97.19,-1.6
6426,"Blacksburg-Christiansburg-Radford, VA",13980,1995,1,100,0
6427,"Blacksburg-Christiansburg-Radford, VA",13980,1995,2,98.67,-1.59
6428,"Blacksburg-Christiansburg-Radford, VA",13980,1995,3,100.33,-1.44
6429,"Blacksburg-Christiansburg-Radford, VA",13980,1995,4,100.55,-1.55
6430,"Blacksburg-Christiansburg-Radford, VA",13980,1996,1,100.92,-1.51
6431,"Blacksburg-Christiansburg-Radford, VA",13980,1996,2,101.04,-1.53
6432,"Blacksburg-Christiansburg-Radford, VA",13980,1996,3,103.38,-1.61
6433,"Blacksburg-Christiansburg-Radford, VA",13980,1996,4,105.69,-1.71
6434,"Blacksburg-Christiansburg-Radford, VA",13980,1997,1,106.43,-1.8
6435,"Blacksburg-Christiansburg-Radford, VA",13980,1997,2,108.41,-1.66
6436,"Blacksburg-Christiansburg-Radford, VA",13980,1997,3,109.45,-1.63
6437,"Blacksburg-Christiansburg-Radford, VA",13980,1997,4,111.05,-1.68
6438,"Blacksburg-Christiansburg-Radford, VA",13980,1998,1,112.76,-1.6
6439,"Blacksburg-Christiansburg-Radford, VA",13980,1998,2,114.17,-1.63
6440,"Blacksburg-Christiansburg-Radford, VA",13980,1998,3,115.37,-1.64
6441,"Blacksburg-Christiansburg-Radford, VA",13980,1998,4,116.38,-1.62
6442,"Blacksburg-Christiansburg-Radford, VA",13980,1999,1,115.81,-1.67
6443,"Blacksburg-Christiansburg-Radford, VA",13980,1999,2,120.91,-1.73
6444,"Blacksburg-Christiansburg-Radford, VA",13980,1999,3,123.49,-1.81
6445,"Blacksburg-Christiansburg-Radford, VA",13980,1999,4,121.53,-1.86
6446,"Blacksburg-Christiansburg-Radford, VA",13980,2000,1,126.26,-1.91
6447,"Blacksburg-Christiansburg-Radford, VA",13980,2000,2,126.21,-1.83
6448,"Blacksburg-Christiansburg-Radford, VA",13980,2000,3,128.39,-1.83
6449,"Blacksburg-Christiansburg-Radford, VA",13980,2000,4,129.74,-1.88
6450,"Blacksburg-Christiansburg-Radford, VA",13980,2001,1,132.07,-1.84
6451,"Blacksburg-Christiansburg-Radford, VA",13980,2001,2,134.57,-1.84
6452,"Blacksburg-Christiansburg-Radford, VA",13980,2001,3,135.58,-1.86
6453,"Blacksburg-Christiansburg-Radford, VA",13980,2001,4,136.54,-1.84
6454,"Blacksburg-Christiansburg-Radford, VA",13980,2002,1,139.26,-1.91
6455,"Blacksburg-Christiansburg-Radford, VA",13980,2002,2,140.54,-1.93
6456,"Blacksburg-Christiansburg-Radford, VA",13980,2002,3,143.2,-1.94
6457,"Blacksburg-Christiansburg-Radford, VA",13980,2002,4,144.31,-1.94
6458,"Blacksburg-Christiansburg-Radford, VA",13980,2003,1,146.43,-1.98
6459,"Blacksburg-Christiansburg-Radford, VA",13980,2003,2,147.25,-1.98
6460,"Blacksburg-Christiansburg-Radford, VA",13980,2003,3,149.24,-2.01
6461,"Blacksburg-Christiansburg-Radford, VA",13980,2003,4,151.34,-2.13
6462,"Blacksburg-Christiansburg-Radford, VA",13980,2004,1,155.3,-2.18
6463,"Blacksburg-Christiansburg-Radford, VA",13980,2004,2,157.72,-2.19
6464,"Blacksburg-Christiansburg-Radford, VA",13980,2004,3,163.58,-2.34
6465,"Blacksburg-Christiansburg-Radford, VA",13980,2004,4,163.53,-2.38
6466,"Blacksburg-Christiansburg-Radford, VA",13980,2005,1,169.44,-2.45
6467,"Blacksburg-Christiansburg-Radford, VA",13980,2005,2,175.07,-2.49
6468,"Blacksburg-Christiansburg-Radford, VA",13980,2005,3,179.57,-2.52
6469,"Blacksburg-Christiansburg-Radford, VA",13980,2005,4,182.68,-2.64
6470,"Blacksburg-Christiansburg-Radford, VA",13980,2006,1,181.07,-2.69
6471,"Blacksburg-Christiansburg-Radford, VA",13980,2006,2,189.26,-2.72
6472,"Blacksburg-Christiansburg-Radford, VA",13980,2006,3,194.77,-2.8
6473,"Blacksburg-Christiansburg-Radford, VA",13980,2006,4,196.91,-2.84
6474,"Blacksburg-Christiansburg-Radford, VA",13980,2007,1,194.77,-2.83
6475,"Blacksburg-Christiansburg-Radford, VA",13980,2007,2,197.53,-2.79
6476,"Blacksburg-Christiansburg-Radford, VA",13980,2007,3,197.45,-2.8
6477,"Blacksburg-Christiansburg-Radford, VA",13980,2007,4,200.7,-2.88
6478,"Blacksburg-Christiansburg-Radford, VA",13980,2008,1,201.95,-2.84
6479,"Blacksburg-Christiansburg-Radford, VA",13980,2008,2,199.15,-2.81
6480,"Blacksburg-Christiansburg-Radford, VA",13980,2008,3,200.79,-2.89
6481,"Blacksburg-Christiansburg-Radford, VA",13980,2008,4,200.42,-2.92
6482,"Blacksburg-Christiansburg-Radford, VA",13980,2009,1,202.59,-2.8
6483,"Blacksburg-Christiansburg-Radford, VA",13980,2009,2,200.26,-2.78
6484,"Blacksburg-Christiansburg-Radford, VA",13980,2009,3,195.11,-2.84
6485,"Blacksburg-Christiansburg-Radford, VA",13980,2009,4,194.33,-2.85
6486,"Blacksburg-Christiansburg-Radford, VA",13980,2010,1,189.52,-2.83
6487,"Blacksburg-Christiansburg-Radford, VA",13980,2010,2,185.92,-2.78
6488,"Blacksburg-Christiansburg-Radford, VA",13980,2010,3,191.59,-2.73
6489,"Blacksburg-Christiansburg-Radford, VA",13980,2010,4,193.2,-2.75
6490,"Blacksburg-Christiansburg-Radford, VA",13980,2011,1,190.11,-2.88
6491,"Blacksburg-Christiansburg-Radford, VA",13980,2011,2,185.63,-2.79
6492,"Blacksburg-Christiansburg-Radford, VA",13980,2011,3,185.33,-2.73
6493,"Blacksburg-Christiansburg-Radford, VA",13980,2011,4,184.23,-2.68
6494,"Blacksburg-Christiansburg-Radford, VA",13980,2012,1,183.96,-2.7
6495,"Blacksburg-Christiansburg-Radford, VA",13980,2012,2,185.48,-2.76
6496,"Blacksburg-Christiansburg-Radford, VA",13980,2012,3,181.65,-2.66
6497,"Blacksburg-Christiansburg-Radford, VA",13980,2012,4,186.34,-2.73
6498,"Blacksburg-Christiansburg-Radford, VA",13980,2013,1,185.41,-2.71
6499,"Blacksburg-Christiansburg-Radford, VA",13980,2013,2,190.39,-2.81
6500,"Blacksburg-Christiansburg-Radford, VA",13980,2013,3,188.7,-2.88
6501,"Blacksburg-Christiansburg-Radford, VA",13980,2013,4,185.02,-3.02
6502,"Blacksburg-Christiansburg-Radford, VA",13980,2014,1,185.44,-3.1
6503,"Blacksburg-Christiansburg-Radford, VA",13980,2014,2,190.33,-3.06
6504,"Blacksburg-Christiansburg-Radford, VA",13980,2014,3,186.79,-3.05
6505,"Blacksburg-Christiansburg-Radford, VA",13980,2014,4,191.41,-3.24
6506,"Blacksburg-Christiansburg-Radford, VA",13980,2015,1,189.28,-3.23
6507,"Blacksburg-Christiansburg-Radford, VA",13980,2015,2,194,-3.28
6508,"Blacksburg-Christiansburg-Radford, VA",13980,2015,3,189.81,-3.16
6509,"Blacksburg-Christiansburg-Radford, VA",13980,2015,4,196.56,-3.79
6510,"Blacksburg-Christiansburg-Radford, VA",13980,2016,1,199.61,-3.76
6511,"Blacksburg-Christiansburg-Radford, VA",13980,2016,2,198.81,-3.33
6512,"Blacksburg-Christiansburg-Radford, VA",13980,2016,3,198.21,-3.66
6513,"Bloomington, IL",14010,1975,1,-,-
6514,"Bloomington, IL",14010,1975,2,-,-
6515,"Bloomington, IL",14010,1975,3,-,-
6516,"Bloomington, IL",14010,1975,4,-,-
6517,"Bloomington, IL",14010,1976,1,-,-
6518,"Bloomington, IL",14010,1976,2,-,-
6519,"Bloomington, IL",14010,1976,3,-,-
6520,"Bloomington, IL",14010,1976,4,-,-
6521,"Bloomington, IL",14010,1977,1,-,-
6522,"Bloomington, IL",14010,1977,2,-,-
6523,"Bloomington, IL",14010,1977,3,-,-
6524,"Bloomington, IL",14010,1977,4,-,-
6525,"Bloomington, IL",14010,1978,1,-,-
6526,"Bloomington, IL",14010,1978,2,-,-
6527,"Bloomington, IL",14010,1978,3,-,-
6528,"Bloomington, IL",14010,1978,4,-,-
6529,"Bloomington, IL",14010,1979,1,-,-
6530,"Bloomington, IL",14010,1979,2,-,-
6531,"Bloomington, IL",14010,1979,3,-,-
6532,"Bloomington, IL",14010,1979,4,-,-
6533,"Bloomington, IL",14010,1980,1,-,-
6534,"Bloomington, IL",14010,1980,2,-,-
6535,"Bloomington, IL",14010,1980,3,-,-
6536,"Bloomington, IL",14010,1980,4,-,-
6537,"Bloomington, IL",14010,1981,1,-,-
6538,"Bloomington, IL",14010,1981,2,-,-
6539,"Bloomington, IL",14010,1981,3,-,-
6540,"Bloomington, IL",14010,1981,4,-,-
6541,"Bloomington, IL",14010,1982,1,-,-
6542,"Bloomington, IL",14010,1982,2,-,-
6543,"Bloomington, IL",14010,1982,3,-,-
6544,"Bloomington, IL",14010,1982,4,-,-
6545,"Bloomington, IL",14010,1983,1,-,-
6546,"Bloomington, IL",14010,1983,2,-,-
6547,"Bloomington, IL",14010,1983,3,-,-
6548,"Bloomington, IL",14010,1983,4,-,-
6549,"Bloomington, IL",14010,1984,1,-,-
6550,"Bloomington, IL",14010,1984,2,-,-
6551,"Bloomington, IL",14010,1984,3,-,-
6552,"Bloomington, IL",14010,1984,4,65.18,-1.35
6553,"Bloomington, IL",14010,1985,1,67,-0.78
6554,"Bloomington, IL",14010,1985,2,64.53,-0.72
6555,"Bloomington, IL",14010,1985,3,66.01,-0.69
6556,"Bloomington, IL",14010,1985,4,67.33,-0.73
6557,"Bloomington, IL",14010,1986,1,68.7,-0.65
6558,"Bloomington, IL",14010,1986,2,69.37,-0.53
6559,"Bloomington, IL",14010,1986,3,70.4,-0.56
6560,"Bloomington, IL",14010,1986,4,71.16,-0.58
6561,"Bloomington, IL",14010,1987,1,72.69,-0.58
6562,"Bloomington, IL",14010,1987,2,73.83,-0.63
6563,"Bloomington, IL",14010,1987,3,73.76,-0.71
6564,"Bloomington, IL",14010,1987,4,74.58,-0.89
6565,"Bloomington, IL",14010,1988,1,74.73,-0.73
6566,"Bloomington, IL",14010,1988,2,75.47,-0.71
6567,"Bloomington, IL",14010,1988,3,74.26,-0.82
6568,"Bloomington, IL",14010,1988,4,77.45,-0.87
6569,"Bloomington, IL",14010,1989,1,75.91,-0.89
6570,"Bloomington, IL",14010,1989,2,76.54,-0.78
6571,"Bloomington, IL",14010,1989,3,77.08,-0.65
6572,"Bloomington, IL",14010,1989,4,78.41,-0.66
6573,"Bloomington, IL",14010,1990,1,78.99,-0.7
6574,"Bloomington, IL",14010,1990,2,77.99,-0.63
6575,"Bloomington, IL",14010,1990,3,79.89,-0.6
6576,"Bloomington, IL",14010,1990,4,79.43,-0.62
6577,"Bloomington, IL",14010,1991,1,80.79,-0.58
6578,"Bloomington, IL",14010,1991,2,81.24,-0.54
6579,"Bloomington, IL",14010,1991,3,81.55,-0.53
6580,"Bloomington, IL",14010,1991,4,82.37,-0.52
6581,"Bloomington, IL",14010,1992,1,83.27,-0.51
6582,"Bloomington, IL",14010,1992,2,84.31,-0.53
6583,"Bloomington, IL",14010,1992,3,85.31,-0.52
6584,"Bloomington, IL",14010,1992,4,86.19,-0.53
6585,"Bloomington, IL",14010,1993,1,86.77,-0.55
6586,"Bloomington, IL",14010,1993,2,87.85,-0.53
6587,"Bloomington, IL",14010,1993,3,89.43,-0.55
6588,"Bloomington, IL",14010,1993,4,91.24,-0.56
6589,"Bloomington, IL",14010,1994,1,93.18,-0.62
6590,"Bloomington, IL",14010,1994,2,95.59,-0.72
6591,"Bloomington, IL",14010,1994,3,98.29,-0.77
6592,"Bloomington, IL",14010,1994,4,98.61,-0.77
6593,"Bloomington, IL",14010,1995,1,100,0
6594,"Bloomington, IL",14010,1995,2,101.12,-0.68
6595,"Bloomington, IL",14010,1995,3,103.08,-0.65
6596,"Bloomington, IL",14010,1995,4,103.11,-0.67
6597,"Bloomington, IL",14010,1996,1,104.21,-0.67
6598,"Bloomington, IL",14010,1996,2,105.39,-0.73
6599,"Bloomington, IL",14010,1996,3,106.96,-0.76
6600,"Bloomington, IL",14010,1996,4,107.51,-0.73
6601,"Bloomington, IL",14010,1997,1,106.48,-0.78
6602,"Bloomington, IL",14010,1997,2,108.27,-0.74
6603,"Bloomington, IL",14010,1997,3,109,-0.72
6604,"Bloomington, IL",14010,1997,4,110.5,-0.71
6605,"Bloomington, IL",14010,1998,1,110.95,-0.68
6606,"Bloomington, IL",14010,1998,2,111.63,-0.7
6607,"Bloomington, IL",14010,1998,3,112.85,-0.71
6608,"Bloomington, IL",14010,1998,4,113.68,-0.7
6609,"Bloomington, IL",14010,1999,1,115.28,-0.76
6610,"Bloomington, IL",14010,1999,2,115.71,-0.77
6611,"Bloomington, IL",14010,1999,3,116.27,-0.79
6612,"Bloomington, IL",14010,1999,4,116.78,-0.84
6613,"Bloomington, IL",14010,2000,1,117.91,-0.89
6614,"Bloomington, IL",14010,2000,2,119.59,-0.82
6615,"Bloomington, IL",14010,2000,3,120.37,-0.79
6616,"Bloomington, IL",14010,2000,4,121.3,-0.8
6617,"Bloomington, IL",14010,2001,1,122.59,-0.77
6618,"Bloomington, IL",14010,2001,2,123.22,-0.76
6619,"Bloomington, IL",14010,2001,3,124.46,-0.78
6620,"Bloomington, IL",14010,2001,4,125.02,-0.76
6621,"Bloomington, IL",14010,2002,1,125.61,-0.79
6622,"Bloomington, IL",14010,2002,2,126.56,-0.8
6623,"Bloomington, IL",14010,2002,3,127.75,-0.78
6624,"Bloomington, IL",14010,2002,4,128.94,-0.78
6625,"Bloomington, IL",14010,2003,1,129.07,-0.79
6626,"Bloomington, IL",14010,2003,2,129.87,-0.79
6627,"Bloomington, IL",14010,2003,3,131,-0.8
6628,"Bloomington, IL",14010,2003,4,133.12,-0.87
6629,"Bloomington, IL",14010,2004,1,133.86,-0.87
6630,"Bloomington, IL",14010,2004,2,135.19,-0.88
6631,"Bloomington, IL",14010,2004,3,136.63,-0.92
6632,"Bloomington, IL",14010,2004,4,138.58,-0.94
6633,"Bloomington, IL",14010,2005,1,138.02,-0.96
6634,"Bloomington, IL",14010,2005,2,140.63,-0.96
6635,"Bloomington, IL",14010,2005,3,141.08,-0.95
6636,"Bloomington, IL",14010,2005,4,141.05,-0.99
6637,"Bloomington, IL",14010,2006,1,141.78,-1.04
6638,"Bloomington, IL",14010,2006,2,144.83,-0.99
6639,"Bloomington, IL",14010,2006,3,144.7,-0.98
6640,"Bloomington, IL",14010,2006,4,146.79,-0.99
6641,"Bloomington, IL",14010,2007,1,147.7,-1.05
6642,"Bloomington, IL",14010,2007,2,147.14,-0.99
6643,"Bloomington, IL",14010,2007,3,148.07,-0.99
6644,"Bloomington, IL",14010,2007,4,148.02,-0.98
6645,"Bloomington, IL",14010,2008,1,147.86,-0.95
6646,"Bloomington, IL",14010,2008,2,147.47,-0.97
6647,"Bloomington, IL",14010,2008,3,146.75,-0.99
6648,"Bloomington, IL",14010,2008,4,147.54,-0.97
6649,"Bloomington, IL",14010,2009,1,147.22,-0.92
6650,"Bloomington, IL",14010,2009,2,146.91,-0.93
6651,"Bloomington, IL",14010,2009,3,146.81,-0.96
6652,"Bloomington, IL",14010,2009,4,146.47,-0.95
6653,"Bloomington, IL",14010,2010,1,145.14,-0.98
6654,"Bloomington, IL",14010,2010,2,146.57,-0.96
6655,"Bloomington, IL",14010,2010,3,146.85,-0.93
6656,"Bloomington, IL",14010,2010,4,146.74,-0.93
6657,"Bloomington, IL",14010,2011,1,145.54,-1
6658,"Bloomington, IL",14010,2011,2,143.75,-1
6659,"Bloomington, IL",14010,2011,3,144.11,-0.95
6660,"Bloomington, IL",14010,2011,4,143.73,-0.93
6661,"Bloomington, IL",14010,2012,1,143.63,-0.94
6662,"Bloomington, IL",14010,2012,2,142.79,-0.96
6663,"Bloomington, IL",14010,2012,3,143.97,-0.95
6664,"Bloomington, IL",14010,2012,4,143.71,-0.95
6665,"Bloomington, IL",14010,2013,1,145.41,-1
6666,"Bloomington, IL",14010,2013,2,146,-1.01
6667,"Bloomington, IL",14010,2013,3,146.9,-1.07
6668,"Bloomington, IL",14010,2013,4,147.07,-1.13
6669,"Bloomington, IL",14010,2014,1,145.68,-1.24
6670,"Bloomington, IL",14010,2014,2,145.86,-1.1
6671,"Bloomington, IL",14010,2014,3,146.54,-1.09
6672,"Bloomington, IL",14010,2014,4,147.06,-1.1
6673,"Bloomington, IL",14010,2015,1,147.9,-1.09
6674,"Bloomington, IL",14010,2015,2,148.07,-1.14
6675,"Bloomington, IL",14010,2015,3,147.53,-1.18
6676,"Bloomington, IL",14010,2015,4,146.54,-1.23
6677,"Bloomington, IL",14010,2016,1,148.31,-1.26
6678,"Bloomington, IL",14010,2016,2,149.78,-1.2
6679,"Bloomington, IL",14010,2016,3,148.43,-1.2
6680,"Bloomington, IN",14020,1975,1,-,-
6681,"Bloomington, IN",14020,1975,2,-,-
6682,"Bloomington, IN",14020,1975,3,-,-
6683,"Bloomington, IN",14020,1975,4,-,-
6684,"Bloomington, IN",14020,1976,1,-,-
6685,"Bloomington, IN",14020,1976,2,-,-
6686,"Bloomington, IN",14020,1976,3,-,-
6687,"Bloomington, IN",14020,1976,4,-,-
6688,"Bloomington, IN",14020,1977,1,-,-
6689,"Bloomington, IN",14020,1977,2,-,-
6690,"Bloomington, IN",14020,1977,3,-,-
6691,"Bloomington, IN",14020,1977,4,-,-
6692,"Bloomington, IN",14020,1978,1,-,-
6693,"Bloomington, IN",14020,1978,2,-,-
6694,"Bloomington, IN",14020,1978,3,-,-
