,Location,CBSA,yr,qtr,index,stdev
0,"Abilene, TX",10180,1975,1,-,-
1,"Abilene, TX",10180,1975,2,-,-
2,"Abilene, TX",10180,1975,3,-,-
3,"Abilene, TX",10180,1975,4,-,-
4,"Abilene, TX",10180,1976,1,-,-
5,"Abilene, TX",10180,1976,2,-,-
6,"Abilene, TX",10180,1976,3,-,-
7,"Abilene, TX",10180,1976,4,-,-
8,"Abilene, TX",10180,1977,1,-,-
9,"Abilene, TX",10180,1977,2,-,-
10,"Abilene, TX",10180,1977,3,-,-
11,"Abilene, TX",10180,1977,4,-,-
12,"Abilene, TX",10180,1978,1,-,-
13,"Abilene, TX",10180,1978,2,-,-
14,"Abilene, TX",10180,1978,3,-,-
15,"Abilene, TX",10180,1978,4,-,-
16,"Abilene, TX",10180,1979,1,-,-
17,"Abilene, TX",10180,1979,2,-,-
18,"Abilene, TX",10180,1979,3,-,-
19,"Abilene, TX",10180,1979,4,-,-
20,"Abilene, TX",10180,1980,1,-,-
21,"Abilene, TX",10180,1980,2,-,-
22,"Abilene, TX",10180,1980,3,-,-
23,"Abilene, TX",10180,1980,4,-,-
24,"Abilene, TX",10180,1981,1,-,-
25,"Abilene, TX",10180,1981,2,-,-
26,"Abilene, TX",10180,1981,3,-,-
27,"Abilene, TX",10180,1981,4,-,-
28,"Abilene, TX",10180,1982,1,-,-
29,"Abilene, TX",10180,1982,2,-,-
30,"Abilene, TX",10180,1982,3,-,-
31,"Abilene, TX",10180,1982,4,-,-
32,"Abilene, TX",10180,1983,1,-,-
33,"Abilene, TX",10180,1983,2,-,-
34,"Abilene, TX",10180,1983,3,-,-
35,"Abilene, TX",10180,1983,4,-,-
36,"Abilene, TX",10180,1984,1,-,-
37,"Abilene, TX",10180,1984,2,-,-
38,"Abilene, TX",10180,1984,3,-,-
39,"Abilene, TX",10180,1984,4,-,-
40,"Abilene, TX",10180,1985,1,-,-
41,"Abilene, TX",10180,1985,2,-,-
42,"Abilene, TX",10180,1985,3,-,-
43,"Abilene, TX",10180,1985,4,-,-
44,"Abilene, TX",10180,1986,1,-,-
45,"Abilene, TX",10180,1986,2,-,-
46,"Abilene, TX",10180,1986,3,107.38,-2.77
47,"Abilene, TX",10180,1986,4,94.93,-2.9
48,"Abilene, TX",10180,1987,1,100.88,-2.8
49,"Abilene, TX",10180,1987,2,100.74,-2.65
50,"Abilene, TX",10180,1987,3,93.99,-2.89
51,"Abilene, TX",10180,1987,4,91.38,-3.29
52,"Abilene, TX",10180,1988,1,81.63,-3.16
53,"Abilene, TX",10180,1988,2,88.61,-2.5
54,"Abilene, TX",10180,1988,3,82.59,-2.37
55,"Abilene, TX",10180,1988,4,84.31,-2.56
56,"Abilene, TX",10180,1989,1,87.45,-2.62
57,"Abilene, TX",10180,1989,2,80.25,-2.54
58,"Abilene, TX",10180,1989,3,84.74,-2.67
59,"Abilene, TX",10180,1989,4,75.43,-2.85
60,"Abilene, TX",10180,1990,1,80.29,-2.65
61,"Abilene, TX",10180,1990,2,79.91,-2.4
62,"Abilene, TX",10180,1990,3,79.83,-2.55
63,"Abilene, TX",10180,1990,4,81.68,-2.47
64,"Abilene, TX",10180,1991,1,83.27,-3.03
65,"Abilene, TX",10180,1991,2,87.11,-2.5
66,"Abilene, TX",10180,1991,3,87.65,-2.88
67,"Abilene, TX",10180,1991,4,83.49,-2.28
68,"Abilene, TX",10180,1992,1,92.72,-2.29
69,"Abilene, TX",10180,1992,2,90.18,-2.31
70,"Abilene, TX",10180,1992,3,90.71,-2.24
71,"Abilene, TX",10180,1992,4,92.01,-2.09
72,"Abilene, TX",10180,1993,1,93.09,-2.26
73,"Abilene, TX",10180,1993,2,97.39,-2.16
74,"Abilene, TX",10180,1993,3,96.54,-2.16
75,"Abilene, TX",10180,1993,4,98.83,-2.13
76,"Abilene, TX",10180,1994,1,97.88,-2.21
77,"Abilene, TX",10180,1994,2,100.01,-2.29
78,"Abilene, TX",10180,1994,3,98.92,-2.2
79,"Abilene, TX",10180,1994,4,96.69,-2.19
80,"Abilene, TX",10180,1995,1,100,0
81,"Abilene, TX",10180,1995,2,101.99,-2.48
82,"Abilene, TX",10180,1995,3,100.38,-2.21
83,"Abilene, TX",10180,1995,4,101.28,-2.54
84,"Abilene, TX",10180,1996,1,104.8,-2.23
85,"Abilene, TX",10180,1996,2,106.27,-2.3
86,"Abilene, TX",10180,1996,3,105.05,-2.28
87,"Abilene, TX",10180,1996,4,105.56,-2.65
88,"Abilene, TX",10180,1997,1,105.52,-2.65
89,"Abilene, TX",10180,1997,2,105.98,-2.32
90,"Abilene, TX",10180,1997,3,108.68,-2.36
91,"Abilene, TX",10180,1997,4,109.44,-2.48
92,"Abilene, TX",10180,1998,1,108.62,-2.29
93,"Abilene, TX",10180,1998,2,107.65,-2.26
94,"Abilene, TX",10180,1998,3,111.07,-2.33
95,"Abilene, TX",10180,1998,4,111.44,-2.25
96,"Abilene, TX",10180,1999,1,111.89,-2.31
97,"Abilene, TX",10180,1999,2,113.08,-2.37
98,"Abilene, TX",10180,1999,3,114.93,-2.39
99,"Abilene, TX",10180,1999,4,115.67,-2.43
100,"Abilene, TX",10180,2000,1,113.44,-2.5
101,"Abilene, TX",10180,2000,2,113.81,-2.34
102,"Abilene, TX",10180,2000,3,115.3,-2.35
103,"Abilene, TX",10180,2000,4,117.62,-2.51
104,"Abilene, TX",10180,2001,1,118.55,-2.53
105,"Abilene, TX",10180,2001,2,119.65,-2.45
106,"Abilene, TX",10180,2001,3,119.35,-2.42
107,"Abilene, TX",10180,2001,4,123.26,-2.47
108,"Abilene, TX",10180,2002,1,122.35,-2.48
109,"Abilene, TX",10180,2002,2,121.47,-2.43
110,"Abilene, TX",10180,2002,3,123.43,-2.47
111,"Abilene, TX",10180,2002,4,126.4,-2.51
112,"Abilene, TX",10180,2003,1,125.77,-2.51
113,"Abilene, TX",10180,2003,2,126.54,-2.46
114,"Abilene, TX",10180,2003,3,128.09,-2.49
115,"Abilene, TX",10180,2003,4,126.34,-2.63
116,"Abilene, TX",10180,2004,1,129.88,-2.69
117,"Abilene, TX",10180,2004,2,131.72,-2.65
118,"Abilene, TX",10180,2004,3,133.44,-2.73
119,"Abilene, TX",10180,2004,4,134.66,-2.79
120,"Abilene, TX",10180,2005,1,136.46,-2.85
121,"Abilene, TX",10180,2005,2,141.95,-2.92
122,"Abilene, TX",10180,2005,3,142.45,-2.86
123,"Abilene, TX",10180,2005,4,145.02,-3.03
124,"Abilene, TX",10180,2006,1,150.37,-3.07
125,"Abilene, TX",10180,2006,2,151.15,-3.05
126,"Abilene, TX",10180,2006,3,155.04,-3.11
127,"Abilene, TX",10180,2006,4,157.73,-3.21
128,"Abilene, TX",10180,2007,1,162.4,-3.39
129,"Abilene, TX",10180,2007,2,163.66,-3.26
130,"Abilene, TX",10180,2007,3,162.78,-3.22
131,"Abilene, TX",10180,2007,4,163.47,-3.36
132,"Abilene, TX",10180,2008,1,164.9,-3.35
133,"Abilene, TX",10180,2008,2,164.18,-3.33
134,"Abilene, TX",10180,2008,3,165.87,-3.4
135,"Abilene, TX",10180,2008,4,168.99,-3.66
136,"Abilene, TX",10180,2009,1,170.53,-3.43
137,"Abilene, TX",10180,2009,2,169.82,-3.42
138,"Abilene, TX",10180,2009,3,170.55,-3.62
139,"Abilene, TX",10180,2009,4,169.08,-3.58
140,"Abilene, TX",10180,2010,1,169.91,-3.68
141,"Abilene, TX",10180,2010,2,167.83,-3.54
142,"Abilene, TX",10180,2010,3,170.84,-3.56
143,"Abilene, TX",10180,2010,4,169.86,-3.5
144,"Abilene, TX",10180,2011,1,167.49,-3.55
145,"Abilene, TX",10180,2011,2,165.93,-3.47
146,"Abilene, TX",10180,2011,3,169.27,-3.6
147,"Abilene, TX",10180,2011,4,167.71,-3.55
148,"Abilene, TX",10180,2012,1,168.94,-3.54
149,"Abilene, TX",10180,2012,2,169.14,-3.52
150,"Abilene, TX",10180,2012,3,171.72,-3.6
151,"Abilene, TX",10180,2012,4,170.5,-3.65
152,"Abilene, TX",10180,2013,1,173.52,-3.64
153,"Abilene, TX",10180,2013,2,173.11,-3.65
154,"Abilene, TX",10180,2013,3,178.04,-3.74
155,"Abilene, TX",10180,2013,4,180.22,-4.07
156,"Abilene, TX",10180,2014,1,181.32,-4.39
157,"Abilene, TX",10180,2014,2,185.6,-4.1
158,"Abilene, TX",10180,2014,3,187.93,-4.09
159,"Abilene, TX",10180,2014,4,189.04,-4.51
160,"Abilene, TX",10180,2015,1,185.2,-4.19
161,"Abilene, TX",10180,2015,2,195.65,-4.38
162,"Abilene, TX",10180,2015,3,193.28,-4.4
163,"Abilene, TX",10180,2015,4,197.31,-4.7
164,"Abilene, TX",10180,2016,1,196.21,-5.12
165,"Abilene, TX",10180,2016,2,200.13,-4.64
166,"Abilene, TX",10180,2016,3,202.39,-4.76
167,"Akron, OH",10420,1975,1,-,-
168,"Akron, OH",10420,1975,2,-,-
169,"Akron, OH",10420,1975,3,-,-
170,"Akron, OH",10420,1975,4,-,-
171,"Akron, OH",10420,1976,1,-,-
172,"Akron, OH",10420,1976,2,-,-
173,"Akron, OH",10420,1976,3,-,-
174,"Akron, OH",10420,1976,4,39.44,-1.04
175,"Akron, OH",10420,1977,1,40.98,-0.99
176,"Akron, OH",10420,1977,2,42.39,-0.67
177,"Akron, OH",10420,1977,3,44.15,-0.65
178,"Akron, OH",10420,1977,4,44.62,-0.72
179,"Akron, OH",10420,1978,1,48.23,-0.94
180,"Akron, OH",10420,1978,2,49.59,-0.76
181,"Akron, OH",10420,1978,3,48.68,-0.75
182,"Akron, OH",10420,1978,4,53.26,-0.83
183,"Akron, OH",10420,1979,1,53.53,-0.84
184,"Akron, OH",10420,1979,2,55.53,-0.68
185,"Akron, OH",10420,1979,3,56.34,-0.74
186,"Akron, OH",10420,1979,4,55.64,-0.83
187,"Akron, OH",10420,1980,1,55.7,-0.97
188,"Akron, OH",10420,1980,2,56.53,-1.02
189,"Akron, OH",10420,1980,3,56.34,-0.77
190,"Akron, OH",10420,1980,4,57.2,-0.86
191,"Akron, OH",10420,1981,1,56.25,-1.73
192,"Akron, OH",10420,1981,2,56.67,-1.24
193,"Akron, OH",10420,1981,3,57.35,-1.62
194,"Akron, OH",10420,1981,4,56.68,-1.52
195,"Akron, OH",10420,1982,1,54.72,-1.71
196,"Akron, OH",10420,1982,2,57.42,-1.63
197,"Akron, OH",10420,1982,3,54.83,-1.35
198,"Akron, OH",10420,1982,4,55.68,-1.24
199,"Akron, OH",10420,1983,1,56.84,-0.79
200,"Akron, OH",10420,1983,2,58.37,-0.71
201,"Akron, OH",10420,1983,3,58.22,-0.63
202,"Akron, OH",10420,1983,4,57.01,-0.8
203,"Akron, OH",10420,1984,1,56.72,-0.67
204,"Akron, OH",10420,1984,2,57.98,-0.51
205,"Akron, OH",10420,1984,3,56.89,-0.62
206,"Akron, OH",10420,1984,4,57.68,-0.51
207,"Akron, OH",10420,1985,1,58.75,-0.47
208,"Akron, OH",10420,1985,2,59.15,-0.43
209,"Akron, OH",10420,1985,3,59.58,-0.39
210,"Akron, OH",10420,1985,4,60.01,-0.44
211,"Akron, OH",10420,1986,1,61.72,-0.45
212,"Akron, OH",10420,1986,2,62.05,-0.36
213,"Akron, OH",10420,1986,3,63.46,-0.37
214,"Akron, OH",10420,1986,4,63.92,-0.4
215,"Akron, OH",10420,1987,1,65.07,-0.42
216,"Akron, OH",10420,1987,2,67.03,-0.4
217,"Akron, OH",10420,1987,3,67.9,-0.51
218,"Akron, OH",10420,1987,4,68.06,-0.64
219,"Akron, OH",10420,1988,1,69.84,-0.64
220,"Akron, OH",10420,1988,2,70.75,-0.51
221,"Akron, OH",10420,1988,3,71.28,-0.54
222,"Akron, OH",10420,1988,4,71.91,-0.57
223,"Akron, OH",10420,1989,1,71.8,-0.6
224,"Akron, OH",10420,1989,2,73.84,-0.51
225,"Akron, OH",10420,1989,3,77.16,-0.5
226,"Akron, OH",10420,1989,4,76.93,-0.52
227,"Akron, OH",10420,1990,1,79.37,-0.59
228,"Akron, OH",10420,1990,2,78.49,-0.52
229,"Akron, OH",10420,1990,3,80.74,-0.5
230,"Akron, OH",10420,1990,4,80.72,-0.54
231,"Akron, OH",10420,1991,1,82,-0.53
232,"Akron, OH",10420,1991,2,83.19,-0.47
233,"Akron, OH",10420,1991,3,84.13,-0.49
234,"Akron, OH",10420,1991,4,84.99,-0.48
235,"Akron, OH",10420,1992,1,87.01,-0.45
236,"Akron, OH",10420,1992,2,87.53,-0.46
237,"Akron, OH",10420,1992,3,89.2,-0.48
238,"Akron, OH",10420,1992,4,90.21,-0.46
239,"Akron, OH",10420,1993,1,91.19,-0.5
240,"Akron, OH",10420,1993,2,92.12,-0.47
241,"Akron, OH",10420,1993,3,93.86,-0.48
242,"Akron, OH",10420,1993,4,95.47,-0.48
243,"Akron, OH",10420,1994,1,95.82,-0.51
244,"Akron, OH",10420,1994,2,96.81,-0.54
245,"Akron, OH",10420,1994,3,98.66,-0.57
246,"Akron, OH",10420,1994,4,98.61,-0.6
247,"Akron, OH",10420,1995,1,100,0
248,"Akron, OH",10420,1995,2,101.57,-0.57
249,"Akron, OH",10420,1995,3,103.43,-0.55
250,"Akron, OH",10420,1995,4,104.78,-0.56
251,"Akron, OH",10420,1996,1,107.28,-0.56
252,"Akron, OH",10420,1996,2,107.37,-0.57
253,"Akron, OH",10420,1996,3,108.25,-0.6
254,"Akron, OH",10420,1996,4,110.1,-0.61
255,"Akron, OH",10420,1997,1,110.96,-0.62
256,"Akron, OH",10420,1997,2,112,-0.6
257,"Akron, OH",10420,1997,3,114.32,-0.6
258,"Akron, OH",10420,1997,4,115.4,-0.61
259,"Akron, OH",10420,1998,1,117.5,-0.59
260,"Akron, OH",10420,1998,2,118.56,-0.59
261,"Akron, OH",10420,1998,3,119.9,-0.61
262,"Akron, OH",10420,1998,4,121.38,-0.6
263,"Akron, OH",10420,1999,1,122.48,-0.61
264,"Akron, OH",10420,1999,2,123.76,-0.63
265,"Akron, OH",10420,1999,3,123.91,-0.66
266,"Akron, OH",10420,1999,4,124.14,-0.68
267,"Akron, OH",10420,2000,1,124.36,-0.68
268,"Akron, OH",10420,2000,2,126.08,-0.65
269,"Akron, OH",10420,2000,3,128.08,-0.66
270,"Akron, OH",10420,2000,4,129.5,-0.67
271,"Akron, OH",10420,2001,1,132.28,-0.66
272,"Akron, OH",10420,2001,2,133.6,-0.65
273,"Akron, OH",10420,2001,3,134.62,-0.66
274,"Akron, OH",10420,2001,4,136.55,-0.66
275,"Akron, OH",10420,2002,1,137.01,-0.67
276,"Akron, OH",10420,2002,2,137.2,-0.67
277,"Akron, OH",10420,2002,3,139.01,-0.67
278,"Akron, OH",10420,2002,4,140.02,-0.67
279,"Akron, OH",10420,2003,1,141,-0.68
280,"Akron, OH",10420,2003,2,141.89,-0.68
281,"Akron, OH",10420,2003,3,143.25,-0.69
282,"Akron, OH",10420,2003,4,143.56,-0.73
283,"Akron, OH",10420,2004,1,144.78,-0.74
284,"Akron, OH",10420,2004,2,145.62,-0.74
285,"Akron, OH",10420,2004,3,146.49,-0.78
286,"Akron, OH",10420,2004,4,148,-0.8
287,"Akron, OH",10420,2005,1,149.41,-0.82
288,"Akron, OH",10420,2005,2,150.53,-0.82
289,"Akron, OH",10420,2005,3,152.12,-0.81
290,"Akron, OH",10420,2005,4,152.44,-0.85
291,"Akron, OH",10420,2006,1,153.23,-0.88
292,"Akron, OH",10420,2006,2,150.42,-0.83
293,"Akron, OH",10420,2006,3,149.58,-0.82
294,"Akron, OH",10420,2006,4,151.73,-0.85
295,"Akron, OH",10420,2007,1,150.9,-0.85
296,"Akron, OH",10420,2007,2,149.27,-0.81
297,"Akron, OH",10420,2007,3,147.76,-0.81
298,"Akron, OH",10420,2007,4,147.21,-0.82
299,"Akron, OH",10420,2008,1,148.13,-0.81
300,"Akron, OH",10420,2008,2,146.19,-0.83
301,"Akron, OH",10420,2008,3,141.8,-0.84
302,"Akron, OH",10420,2008,4,141.95,-0.87
303,"Akron, OH",10420,2009,1,145.05,-0.77
304,"Akron, OH",10420,2009,2,141.27,-0.75
305,"Akron, OH",10420,2009,3,138.31,-0.82
306,"Akron, OH",10420,2009,4,138.75,-0.8
307,"Akron, OH",10420,2010,1,136.16,-0.81
308,"Akron, OH",10420,2010,2,136.08,-0.8
309,"Akron, OH",10420,2010,3,137.51,-0.76
310,"Akron, OH",10420,2010,4,136.79,-0.76
311,"Akron, OH",10420,2011,1,133.16,-0.84
312,"Akron, OH",10420,2011,2,129.91,-0.83
313,"Akron, OH",10420,2011,3,131.22,-0.79
314,"Akron, OH",10420,2011,4,130.84,-0.77
315,"Akron, OH",10420,2012,1,127.66,-0.75
316,"Akron, OH",10420,2012,2,127.35,-0.76
317,"Akron, OH",10420,2012,3,128.4,-0.75
318,"Akron, OH",10420,2012,4,129.27,-0.75
319,"Akron, OH",10420,2013,1,129.29,-0.78
320,"Akron, OH",10420,2013,2,129.56,-0.77
321,"Akron, OH",10420,2013,3,130,-0.83
322,"Akron, OH",10420,2013,4,131.68,-0.91
323,"Akron, OH",10420,2014,1,128.62,-0.97
324,"Akron, OH",10420,2014,2,133.62,-0.93
325,"Akron, OH",10420,2014,3,136.58,-0.94
326,"Akron, OH",10420,2014,4,136.03,-0.99
327,"Akron, OH",10420,2015,1,136.3,-0.99
328,"Akron, OH",10420,2015,2,140.7,-1.05
329,"Akron, OH",10420,2015,3,138.4,-1.06
330,"Akron, OH",10420,2015,4,143.35,-1.12
331,"Akron, OH",10420,2016,1,141.04,-1.13
332,"Akron, OH",10420,2016,2,144.6,-1.09
333,"Akron, OH",10420,2016,3,146.38,-1.14
334,"Albany, GA",10500,1975,1,-,-
335,"Albany, GA",10500,1975,2,-,-
336,"Albany, GA",10500,1975,3,-,-
337,"Albany, GA",10500,1975,4,-,-
338,"Albany, GA",10500,1976,1,-,-
339,"Albany, GA",10500,1976,2,-,-
340,"Albany, GA",10500,1976,3,-,-
341,"Albany, GA",10500,1976,4,-,-
342,"Albany, GA",10500,1977,1,-,-
343,"Albany, GA",10500,1977,2,-,-
344,"Albany, GA",10500,1977,3,-,-
345,"Albany, GA",10500,1977,4,-,-
346,"Albany, GA",10500,1978,1,-,-
347,"Albany, GA",10500,1978,2,-,-
348,"Albany, GA",10500,1978,3,-,-
349,"Albany, GA",10500,1978,4,-,-
350,"Albany, GA",10500,1979,1,-,-
351,"Albany, GA",10500,1979,2,-,-
352,"Albany, GA",10500,1979,3,-,-
353,"Albany, GA",10500,1979,4,-,-
354,"Albany, GA",10500,1980,1,-,-
355,"Albany, GA",10500,1980,2,-,-
356,"Albany, GA",10500,1980,3,-,-
357,"Albany, GA",10500,1980,4,-,-
358,"Albany, GA",10500,1981,1,-,-
359,"Albany, GA",10500,1981,2,-,-
360,"Albany, GA",10500,1981,3,-,-
361,"Albany, GA",10500,1981,4,-,-
362,"Albany, GA",10500,1982,1,-,-
363,"Albany, GA",10500,1982,2,-,-
364,"Albany, GA",10500,1982,3,-,-
365,"Albany, GA",10500,1982,4,-,-
366,"Albany, GA",10500,1983,1,-,-
367,"Albany, GA",10500,1983,2,-,-
368,"Albany, GA",10500,1983,3,-,-
369,"Albany, GA",10500,1983,4,-,-
370,"Albany, GA",10500,1984,1,-,-
371,"Albany, GA",10500,1984,2,-,-
372,"Albany, GA",10500,1984,3,-,-
373,"Albany, GA",10500,1984,4,-,-
374,"Albany, GA",10500,1985,1,-,-
375,"Albany, GA",10500,1985,2,-,-
376,"Albany, GA",10500,1985,3,-,-
377,"Albany, GA",10500,1985,4,-,-
378,"Albany, GA",10500,1986,1,84.54,-1.82
379,"Albany, GA",10500,1986,2,84.29,-1.61
380,"Albany, GA",10500,1986,3,88.81,-1.83
381,"Albany, GA",10500,1986,4,86.51,-1.79
382,"Albany, GA",10500,1987,1,87.23,-1.7
383,"Albany, GA",10500,1987,2,87.72,-1.94
384,"Albany, GA",10500,1987,3,86.77,-1.98
385,"Albany, GA",10500,1987,4,84.76,-2.76
386,"Albany, GA",10500,1988,1,89.64,-2.56
387,"Albany, GA",10500,1988,2,89.77,-2.39
388,"Albany, GA",10500,1988,3,88.51,-3.33
389,"Albany, GA",10500,1988,4,88.48,-2.39
390,"Albany, GA",10500,1989,1,82.72,-2.4
391,"Albany, GA",10500,1989,2,88.74,-2.17
392,"Albany, GA",10500,1989,3,87.07,-2.27
393,"Albany, GA",10500,1989,4,89.74,-2.7
394,"Albany, GA",10500,1990,1,87.21,-2.36
395,"Albany, GA",10500,1990,2,90.28,-2.18
396,"Albany, GA",10500,1990,3,93.8,-2.19
397,"Albany, GA",10500,1990,4,89.9,-2.29
398,"Albany, GA",10500,1991,1,91.29,-2.69
399,"Albany, GA",10500,1991,2,90.42,-2.02
400,"Albany, GA",10500,1991,3,93.37,-2.12
401,"Albany, GA",10500,1991,4,90.3,-1.92
402,"Albany, GA",10500,1992,1,92.43,-1.72
403,"Albany, GA",10500,1992,2,93.09,-1.85
404,"Albany, GA",10500,1992,3,94.24,-1.77
405,"Albany, GA",10500,1992,4,94.69,-1.76
406,"Albany, GA",10500,1993,1,95.97,-2.08
407,"Albany, GA",10500,1993,2,96.38,-1.76
408,"Albany, GA",10500,1993,3,96.95,-1.87
409,"Albany, GA",10500,1993,4,96.95,-1.75
410,"Albany, GA",10500,1994,1,96.87,-1.95
411,"Albany, GA",10500,1994,2,97.37,-2.05
412,"Albany, GA",10500,1994,3,101.2,-2.12
413,"Albany, GA",10500,1994,4,99.47,-2.11
414,"Albany, GA",10500,1995,1,100,0
415,"Albany, GA",10500,1995,2,101.7,-2.02
416,"Albany, GA",10500,1995,3,102.58,-1.85
417,"Albany, GA",10500,1995,4,104.69,-1.85
418,"Albany, GA",10500,1996,1,104.32,-1.91
419,"Albany, GA",10500,1996,2,106.82,-1.96
420,"Albany, GA",10500,1996,3,108.76,-1.99
421,"Albany, GA",10500,1996,4,108.08,-2.01
422,"Albany, GA",10500,1997,1,109.64,-2.09
423,"Albany, GA",10500,1997,2,110.05,-2.01
424,"Albany, GA",10500,1997,3,111.11,-2.04
425,"Albany, GA",10500,1997,4,114.61,-2.11
426,"Albany, GA",10500,1998,1,113.77,-1.93
427,"Albany, GA",10500,1998,2,114.16,-1.97
428,"Albany, GA",10500,1998,3,116.77,-2.07
429,"Albany, GA",10500,1998,4,116.21,-1.99
430,"Albany, GA",10500,1999,1,118.02,-2.05
431,"Albany, GA",10500,1999,2,116.68,-2.08
432,"Albany, GA",10500,1999,3,118.66,-2.17
433,"Albany, GA",10500,1999,4,120.83,-2.3
434,"Albany, GA",10500,2000,1,121.99,-2.25
435,"Albany, GA",10500,2000,2,121.29,-2.16
436,"Albany, GA",10500,2000,3,122.64,-2.15
437,"Albany, GA",10500,2000,4,122.17,-2.19
438,"Albany, GA",10500,2001,1,125.93,-2.14
439,"Albany, GA",10500,2001,2,126.61,-2.17
440,"Albany, GA",10500,2001,3,127.5,-2.17
441,"Albany, GA",10500,2001,4,127.63,-2.14
442,"Albany, GA",10500,2002,1,127.96,-2.19
443,"Albany, GA",10500,2002,2,129.81,-2.23
444,"Albany, GA",10500,2002,3,131.31,-2.22
445,"Albany, GA",10500,2002,4,133.04,-2.23
446,"Albany, GA",10500,2003,1,132.59,-2.23
447,"Albany, GA",10500,2003,2,135.78,-2.25
448,"Albany, GA",10500,2003,3,135.32,-2.26
449,"Albany, GA",10500,2003,4,139.69,-2.47
450,"Albany, GA",10500,2004,1,139.17,-2.43
451,"Albany, GA",10500,2004,2,139.75,-2.42
452,"Albany, GA",10500,2004,3,141.05,-2.46
453,"Albany, GA",10500,2004,4,143.51,-2.52
454,"Albany, GA",10500,2005,1,143.96,-2.56
455,"Albany, GA",10500,2005,2,149.22,-2.61
456,"Albany, GA",10500,2005,3,148.99,-2.59
457,"Albany, GA",10500,2005,4,155.94,-2.74
458,"Albany, GA",10500,2006,1,154.74,-2.73
459,"Albany, GA",10500,2006,2,158.98,-2.76
460,"Albany, GA",10500,2006,3,157.68,-2.75
461,"Albany, GA",10500,2006,4,161.31,-2.86
462,"Albany, GA",10500,2007,1,163.72,-2.89
463,"Albany, GA",10500,2007,2,164.23,-2.86
464,"Albany, GA",10500,2007,3,165.44,-2.87
465,"Albany, GA",10500,2007,4,165.94,-2.93
466,"Albany, GA",10500,2008,1,170.17,-2.97
467,"Albany, GA",10500,2008,2,167.9,-2.97
468,"Albany, GA",10500,2008,3,164.27,-2.92
469,"Albany, GA",10500,2008,4,165.38,-3.08
470,"Albany, GA",10500,2009,1,165.52,-2.88
471,"Albany, GA",10500,2009,2,165,-2.87
472,"Albany, GA",10500,2009,3,161.7,-3.02
473,"Albany, GA",10500,2009,4,160.33,-2.98
474,"Albany, GA",10500,2010,1,160.24,-3.21
475,"Albany, GA",10500,2010,2,154.13,-2.97
476,"Albany, GA",10500,2010,3,158.55,-2.87
477,"Albany, GA",10500,2010,4,157.79,-2.85
478,"Albany, GA",10500,2011,1,152,-2.89
479,"Albany, GA",10500,2011,2,151.19,-3
480,"Albany, GA",10500,2011,3,148.89,-2.87
481,"Albany, GA",10500,2011,4,149.65,-2.78
482,"Albany, GA",10500,2012,1,147.26,-2.77
483,"Albany, GA",10500,2012,2,146.16,-2.76
484,"Albany, GA",10500,2012,3,146.86,-2.73
485,"Albany, GA",10500,2012,4,147.29,-2.7
486,"Albany, GA",10500,2013,1,146.88,-2.72
487,"Albany, GA",10500,2013,2,148.99,-2.78
488,"Albany, GA",10500,2013,3,145.86,-2.84
489,"Albany, GA",10500,2013,4,143.48,-2.91
490,"Albany, GA",10500,2014,1,146.2,-3.23
491,"Albany, GA",10500,2014,2,140.03,-2.91
492,"Albany, GA",10500,2014,3,144.24,-3.08
493,"Albany, GA",10500,2014,4,145.93,-3.3
494,"Albany, GA",10500,2015,1,146.46,-3
495,"Albany, GA",10500,2015,2,145.01,-3
496,"Albany, GA",10500,2015,3,145.95,-3.33
497,"Albany, GA",10500,2015,4,145.17,-3.24
498,"Albany, GA",10500,2016,1,147.12,-3.57
499,"Albany, GA",10500,2016,2,147.13,-3.54
500,"Albany, GA",10500,2016,3,151.13,-3.5
501,"Albany, OR",10540,1975,1,-,-
502,"Albany, OR",10540,1975,2,-,-
503,"Albany, OR",10540,1975,3,-,-
504,"Albany, OR",10540,1975,4,-,-
505,"Albany, OR",10540,1976,1,-,-
506,"Albany, OR",10540,1976,2,-,-
507,"Albany, OR",10540,1976,3,-,-
508,"Albany, OR",10540,1976,4,-,-
509,"Albany, OR",10540,1977,1,-,-
510,"Albany, OR",10540,1977,2,-,-
511,"Albany, OR",10540,1977,3,-,-
512,"Albany, OR",10540,1977,4,-,-
513,"Albany, OR",10540,1978,1,-,-
514,"Albany, OR",10540,1978,2,-,-
515,"Albany, OR",10540,1978,3,-,-
516,"Albany, OR",10540,1978,4,-,-
517,"Albany, OR",10540,1979,1,-,-
518,"Albany, OR",10540,1979,2,-,-
519,"Albany, OR",10540,1979,3,-,-
520,"Albany, OR",10540,1979,4,-,-
521,"Albany, OR",10540,1980,1,-,-
522,"Albany, OR",10540,1980,2,-,-
523,"Albany, OR",10540,1980,3,-,-
524,"Albany, OR",10540,1980,4,-,-
525,"Albany, OR",10540,1981,1,-,-
526,"Albany, OR",10540,1981,2,-,-
527,"Albany, OR",10540,1981,3,-,-
528,"Albany, OR",10540,1981,4,-,-
529,"Albany, OR",10540,1982,1,-,-
530,"Albany, OR",10540,1982,2,-,-
531,"Albany, OR",10540,1982,3,-,-
532,"Albany, OR",10540,1982,4,-,-
533,"Albany, OR",10540,1983,1,-,-
534,"Albany, OR",10540,1983,2,-,-
535,"Albany, OR",10540,1983,3,-,-
536,"Albany, OR",10540,1983,4,-,-
